,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
_MFCC_Mean_7,-0.03983620164944912,-0.012953538376073078,-0.23451567204393142,0.1153930911801256,-0.03646735291885958,0.060062872753000214,0.11450376591198637,0.09430920142474118,0.10166063526055821,0.2630108622106841,1.0,0.2736376327355603,0.1538262958538406,-0.12608305155332067,-0.18619010391721913,-0.04841407849878808,-0.08689494222089213,-0.01645394582373141,-0.07588775573606357,-0.13259624608815185,-0.05746307446261934,-0.05081449482389094,-0.09834573227402246,0.006115693265601981,-0.0386505444437254,-0.07236673166374384,-0.11493479584919881,-0.09236763629504291,0.054585034553276145,0.06780669033831567,-0.06435967671807621,-0.09343790102320423,-0.08833273293814436,-0.12974041957207635,-0.07077149163992726,-0.04502878616165905,-0.04698951347712555,-0.07633898264771455,-0.14229388407473242,-0.0013145489805489498,0.091132598728465,0.09562650331287534,-0.016322694402814614,-0.08882058156654789,-0.14496611553399347,-0.13987612719479967,0.01158639240206403,-0.06301702622684761,0.06400212631680119,0.01122715913213842
_MFCC_Mean_8,-0.021591006937759057,-0.000755835537987177,-0.049563181843810415,0.08160401985399908,0.012236508028407974,0.0047860559892601824,0.04952402768022957,-0.04231847501523381,-0.004354051628191811,0.15287619873840017,0.2736376327355603,1.0,0.25157458250482384,0.12729765932359782,-0.17489031388124673,-0.03416230039464727,-0.13470646906374792,-0.026524881026096164,-0.04121396105064779,-0.015099218819967158,-0.00747829632723435,-0.04313031499418451,0.09556941779484943,-0.05825090132355576,0.023591719180828082,0.030569241532483166,0.07371254405332628,0.1256540248766378,-0.0741036289605366,-0.07603107220454931,0.11613788949354392,0.0508220289898599,-0.12578595515659413,-0.08491556399107272,-0.03325495731761508,-0.037395928346726184,-0.09980143748374438,0.004944757924925415,0.11161475567259843,0.09944612748953612,0.11883635221398059,0.04627103110130891,-0.012100552761130012,-0.09673216183404842,-0.047092955584311404,-0.07114535834102204,-0.08174363720419205,0.005978193317670011,0.023084893394185457,-0.014409473825054059
_MFCC_Mean_9,-0.04378792439102133,0.13383555528091404,-0.0544237266363781,0.08900335616985262,0.029987666653027375,0.14630790448358963,-0.024806260886110612,0.04879796123905512,-0.03936746877305451,-0.013393946320142259,0.1538262958538406,0.25157458250482384,1.0,0.2814872261394874,0.1415379143055911,0.020422892551344916,0.014372420659325397,-0.0030697496463969317,0.039843692746145756,-0.10644115754296345,0.0898813858098472,-0.09688912683554748,-0.09552695504900313,-0.08980026853369724,-0.011241839411857982,-0.11676096684838361,-0.08633504344418264,-0.045957048225537284,0.09315334006189915,0.08597365553260188,0.011644394197711837,-0.11896088726723253,-0.07115501726788634,-0.05058792654348278,-0.08281999293141414,0.011346870997013463,-0.04516185637611462,0.007157295576566138,-0.06336352844025836,0.00585905569124479,0.019806856526608935,-0.008252271552299567,0.02774985343675517,-0.12463782941132863,-0.09142278468007561,0.012998015575292787,0.09125373194382258,-0.06906710835261905,-0.07221903732169387,-0.019469039292622364
_MFCC_Mean_10,-0.010086391753645289,0.05292620359548706,0.10402667998203201,0.08565150001918609,-0.040172794945979265,0.06143757710983401,0.008170548454077288,-0.001100359434323507,0.052243707030254154,-0.012404843750126425,-0.12608305155332067,0.12729765932359782,0.2814872261394874,1.0,0.29954365684697803,0.13006413455753324,0.04312183756057038,0.01818803536715368,-0.006752101920386459,0.012216378426442919,0.07325589126576312,0.009090199535105585,0.02648061526790508,-0.06574257000836597,0.03677046314293559,0.009311430390059407,0.027971442900107207,0.028278502471481146,-0.05682951297937246,-0.06163972731895983,0.011467666585774307,0.0013774241131297713,-0.028912092522982123,-0.04181268475612778,0.06546640570734762,0.13807139759699416,0.027156480845249284,0.04372478457054873,-0.025752607202941615,0.10746941869722171,0.0024051449180143955,-0.03191588567895136,-0.0032416557381019875,-0.09614758454827786,-0.03704789287739906,0.02624432676682406,0.03314806159863019,-0.04969640449773921,-0.045125787567714244,0.0033519807224471126
_MFCC_Mean_11,0.03200651540921539,-0.06749290217018789,-0.02744568718621981,0.0644179633901208,-0.16380211647966,0.12710402689725828,-0.11484905975530245,-0.0024064570699355177,0.10527563797749007,-0.04509988618356936,-0.18619010391721913,-0.17489031388124673,0.1415379143055911,0.29954365684697803,1.0,0.4169749089460003,0.3457648055692345,0.056945177303935265,0.10959176073452333,0.06647168591329575,-0.03590182441657952,-0.032611580268929116,0.09386948326111365,0.08082556198723534,0.10877602953884542,0.07518196681538132,0.10074800687231733,0.09940631084586712,-0.11408129815975145,-0.10498400462048606,0.07497704672232289,0.0794276626281574,0.17201374744162504,0.024113165643947707,0.06324098755736238,0.03855806525985106,0.05491602692738311,-0.0366920676408806,-0.15251249946157672,-0.04257582490281803,-0.0066050710414282945,0.03559705143342342,0.06299412560456434,0.06952145700921272,0.010809756924212797,-0.03207248905877339,-0.06063445082535144,-0.009058052184804752,0.08537816220434345,0.08020813904034257
_MFCC_Mean_12,-0.030832190941418473,0.054177801041668666,0.03396425703456626,0.024517841690328057,0.004175257561941343,-0.006782322196931839,0.0028311344083118296,-0.03890054012303002,-0.07046794066506917,-0.10412312538030341,-0.04841407849878808,-0.03416230039464727,0.020422892551344916,0.13006413455753324,0.4169749089460003,1.0,0.47321524204340454,-0.0362370336598973,-0.0005074591428191236,-0.002828321078366243,0.06887927654061776,0.0017364750867790563,0.00037835275158081114,-0.05107118075767364,-0.0012926738988094707,0.0006031428556677499,0.0010263894256473112,0.014245871770663466,-0.00887559914841519,-0.022014318108251413,0.036502351598552016,-0.012568183331092296,0.15646453053467604,0.004091674756643921,-0.049672615722152584,0.01179150677563572,0.037382162309985305,-0.034236583888376824,-0.14241541065478047,-0.05549684418131584,-0.06465466960850197,-0.006523438812718428,0.03576598734576719,0.10137155824720945,0.08375186418110112,0.06904847138100731,0.016229545703635884,-0.018012524926200438,0.0028072362809403654,0.04999866407046428
_MFCC_Mean_13,-0.039308410612270854,0.08638667821177924,-0.068699623197418,0.07122556467015972,0.0361258550640826,0.14103618535811135,0.03195397295875043,0.005177173477240212,0.07248621100380029,-0.02182867439774368,-0.08689494222089213,-0.13470646906374792,0.014372420659325397,0.04312183756057038,0.3457648055692345,0.47321524204340454,1.0,-0.027722206831521354,0.045698279684851496,-0.07551255504386616,0.0513482562255442,-0.011678048397157472,-0.06921875152353804,0.018714129295635085,0.058667014956624075,-0.10564099984468373,-0.07955060495684974,-0.058817175562100144,0.1037364324899189,0.09478166908734745,-0.015006550161732071,-0.11815041015379003,0.11667983967358403,-0.044872459862605456,-0.04694811037149641,-0.058498795023126555,-0.07979730863122293,-0.12106554070408455,-0.19439223850766557,-0.026619995694288714,-0.08996102092592667,0.054777684256161835,0.03831414337315553,0.13507399840622977,-0.03649779029600393,0.021615904531424257,-0.008125724820427728,0.05998755739387335,0.027883942928580863,0.07909811712831727
_Roughness_Mean,0.8390642659553819,-0.27639212617834863,-0.1917292528245118,0.050261146807268224,-0.26637412138040545,-0.05148606874464103,0.05519176656474743,-0.044994271126030355,-0.033450404538446436,-0.020663812128700495,-0.01645394582373141,-0.026524881026096164,-0.0030697496463969317,0.01818803536715368,0.056945177303935265,-0.0362370336598973,-0.027722206831521354,1.0,-0.09429611524351114,0.1551790752290188,-0.367648822691855,0.05247618657034477,0.18192858137725215,0.4715240368515152,0.22119724234068414,0.23706392740625387,0.20366986984457564,0.16344833959454158,-0.2088765187771861,-0.1638400475077311,0.13662674790462287,0.24965107237887038,0.027645331952610017,0.001384788931734084,0.05553371233885697,0.0756286851032394,0.03932829062845348,-0.014262221084050267,-0.08187758880687411,-0.03460742970335404,0.04926349418938579,0.11799195503157414,0.13033735964409993,0.02293774709106568,-0.047869495676747156,-0.38171396885924314,-0.07266124332260522,0.1072999448610994,0.3644148558441978,0.022177093208426042
_Roughness_Slope,-0.10440542352279567,0.03621695865432309,-0.014749012283139943,0.03229206586297788,0.06493740749473227,0.10215135852825663,-0.027118271561134458,0.06744423027729873,-0.005107514032797085,0.027758486377427474,-0.07588775573606357,-0.04121396105064779,0.039843692746145756,-0.006752101920386459,0.10959176073452333,-0.0005074591428191236,0.045698279684851496,-0.09429611524351114,1.0,-0.04366409436758333,0.024321146361374984,-0.4359998532389698,0.016615393840552127,-0.17869936180121435,-0.11844832315833952,-0.053412593129382444,-0.005809789874623039,0.030539026641221392,-0.019661417453863003,-0.03842799017465668,-0.03510271114642339,-0.013900090441525808,-0.03951294104143624,0.01186914442675595,-0.028981603321447415,-0.04002158424075021,0.12250774924246892,-0.025920690524956217,0.06469108077627551,-0.0345187729702114,-0.06425287256183539,0.023838922163441877,-0.04820181960906853,0.10693562371039504,0.11835618289476377,0.21857673974595868,0.08540952003629754,-0.08658453314996456,-0.14665204756652092,0.02166995446530279
_Zero-crossingrate_Mean,0.010435819888478219,0.0036682888554392667,0.03579916364472571,0.004138721684685993,-0.6622657274722683,-0.2614400899100228,-0.3015678704950591,-0.24044520784999102,-0.08815292256776623,-0.23811361768422135,-0.13259624608815185,-0.015099218819967158,-0.10644115754296345,0.012216378426442919,0.06647168591329575,-0.002828321078366243,-0.07551255504386616,0.1551790752290188,-0.04366409436758333,1.0,-0.06715620362903237,0.08673257735437731,0.5288633042441749,0.32926311770017197,0.42721457889163966,0.8404985763948363,0.6974341125303668,0.32784002669206147,-0.5595202699094562,-0.33205025608494726,0.2441326952566867,0.7741692855183998,0.15403390570785144,0.19714109232996882,0.04968689424679271,0.17532557158188994,0.11369463128982643,0.2100236622082226,0.20172051048712888,0.10258779405225558,0.1908350945027973,0.057024216174680106,0.21302731407876566,0.1649929449712714,0.21831397884956996,-0.20036491970681297,-0.05370521552002271,0.07991777462373333,0.35028553262165113,0.09299146899698675
_AttackTime_Mean,-0.37737033031899664,0.4049465159788677,0.24866969167640274,-0.02933804443312601,0.18716939644607772,0.05463623829699524,-0.0558329592339849,-0.10654170620527106,-0.12743181768500267,-0.1456605613158978,-0.05746307446261934,-0.00747829632723435,0.0898813858098472,0.07325589126576312,-0.03590182441657952,0.06887927654061776,0.0513482562255442,-0.367648822691855,0.024321146361374984,-0.06715620362903237,1.0,-0.15135018630119934,-0.07765882854844951,-0.5422387654456823,-0.20076955772383534,-0.11525526840341217,-0.07737495382750365,-0.06451722669625905,0.1394879338688595,0.08478108840228185,0.012496202940090287,-0.161615095055037,-0.07962625627971526,-0.07995795193133293,-0.11725349683814203,-0.04032730159946099,-0.08361125079977784,0.00803652586879877,0.028823655457014426,0.014567197071487554,-0.028769442450592604,-0.056807564431205354,-0.02809684638784284,-0.11443236875997531,0.0023619004651241424,0.4391531265752949,0.17270637337895603,-0.08114952627376536,-0.447318521958825,-0.16476129402180262
_AttackTime_Slope,0.07603650563015821,-0.03831025309446929,-0.006424328877973849,-0.16020953507748087,0.0262157012264608,-0.20072125664207088,-0.01025034638964865,-0.031591470429034936,0.05703855282648277,0.015518003745036089,-0.05081449482389094,-0.04313031499418451,-0.09688912683554748,0.009090199535105585,-0.032611580268929116,0.0017364750867790563,-0.011678048397157472,0.05247618657034477,-0.4359998532389698,0.08673257735437731,-0.15135018630119934,1.0,-0.09056524021461376,0.11118017748784849,0.09050496324004982,0.007709673008200798,-0.05994787803632364,-0.13444848430218162,0.07905052432657199,0.09851428609095315,-0.0786658143018798,-0.027654843962941274,0.19425524572335867,0.09265056197405035,0.09897857806612091,0.056693450221508186,-0.02071335077054225,0.05653664182372324,-0.009115320539181604,-0.003942627258848288,0.03921303492421376,-0.058397899318574364,0.09027279470693568,0.0720763764546751,0.01666691438500572,-0.09254604085365717,-0.09321214608766039,0.08910895122354183,0.078969371608284,0.010381920341343553
_Rolloff_Mean,0.17956279370104003,0.03740878125841407,0.057294582856568584,0.07308632821971398,-0.6259438495033092,0.29347524298317057,-0.2530287694887448,0.14160995621785355,0.003773816258776791,0.021298986124609762,-0.09834573227402246,0.09556941779484943,-0.09552695504900313,0.02648061526790508,0.09386948326111365,0.00037835275158081114,-0.06921875152353804,0.18192858137725215,0.016615393840552127,0.5288633042441749,-0.07765882854844951,-0.09056524021461376,1.0,0.22488679374967924,0.31090808899378125,0.7309596735457426,0.9579267492979362,0.9209000169001064,-0.8165512257054849,-0.5695375955413613,0.6922444801210215,0.8107640236518757,0.026298770351187356,0.10108742979147939,0.04947953838960691,0.02115805890515849,0.0023681272555031393,-0.0007003038966770937,0.0790400847478332,0.08814340252185077,0.16570489376667483,0.13802375407177547,0.14033605058394136,0.08225314469719583,0.10424748466280644,-0.16870483762045652,0.0004442236894208055,0.06612275404161198,0.24773994929700419,0.05891180829847845
_Eventdensity_Mean,0.4194073645275645,-0.47291272893130404,-0.18225170311989994,0.08956984578735705,-0.444216374150791,-0.17792853143277124,-0.042059146465817994,-0.05094208588288511,0.007237451391661083,-0.0024091451736058746,0.006115693265601981,-0.05825090132355576,-0.08980026853369724,-0.06574257000836597,0.08082556198723534,-0.05107118075767364,0.018714129295635085,0.4715240368515152,-0.17869936180121435,0.32926311770017197,-0.5422387654456823,0.11118017748784849,0.22488679374967924,1.0,0.4067078483263247,0.3990443493681836,0.28839124316772885,0.1796831119181955,-0.31505424741857435,-0.24079312887080404,0.09598963396818869,0.4166523970667327,0.14115314776499005,0.12804502751382224,0.08904171637828955,0.10745340843659523,0.053480313353495276,0.09786875840369688,-0.08509172049527669,0.05248945621086664,0.13118338271531352,0.10673340682830877,0.14620516781740595,0.021439431752562063,0.029382938535811413,-0.6265395003543616,-0.09295156109314721,0.26502690301700293,0.6593363590455317,0.1700928268418487
_Pulseclarity_Mean,0.21230350039998902,0.05873770626082888,0.03075445252078571,0.09725224314219211,-0.3023384548398105,-0.046224438713771104,-0.19555436808230672,-0.014686625618186133,-0.048006458292415274,-0.054139402195726244,-0.0386505444437254,0.023591719180828082,-0.011241839411857982,0.03677046314293559,0.10877602953884542,-0.0012926738988094707,0.058667014956624075,0.22119724234068414,-0.11844832315833952,0.42721457889163966,-0.20076955772383534,0.09050496324004982,0.31090808899378125,0.4067078483263247,1.0,0.3412310272045695,0.3590951019596876,0.24103757284259178,-0.2860988754826932,-0.18162437971318035,0.22009820057834206,0.3598852020000232,0.14125879056652307,0.08846950203892079,0.06758639775833747,0.11164113847532421,0.05710028114132621,0.13146358195368835,-0.08524762273302423,-0.020309080546776177,0.15223784082759273,0.08414559017429003,0.19029632954820547,0.029234100390710213,0.014467976929531624,-0.3861046041796564,0.018367525585016132,0.15729459678576452,0.43565728326039216,0.16462233173998256
_Brightness_Mean,0.1358619254672999,-0.07588240214104644,0.0032634538476755295,0.04295173518914505,-0.9008823973000486,-0.1828650229762093,-0.16440511970101218,-0.1297693818937298,-0.036786756814793535,-0.1551850081588608,-0.07236673166374384,0.030569241532483166,-0.11676096684838361,0.009311430390059407,0.07518196681538132,0.0006031428556677499,-0.10564099984468373,0.23706392740625387,-0.053412593129382444,0.8404985763948363,-0.11525526840341217,0.007709673008200798,0.7309596735457426,0.3990443493681836,0.3412310272045695,1.0,0.856931165673609,0.5463849869251435,-0.8144310477641137,-0.5744468890243938,0.3989357172451528,0.9319342184845489,0.07710963444739656,0.14272522927153877,0.015584463784159319,0.06700301917124847,0.03493312007438271,0.09618918678184535,0.1119675920871622,0.08572092779235556,0.1513229880160767,0.08180379403604437,0.17224123538212968,0.09193868300809512,0.13276450843370613,-0.2977022613726516,-0.05112480119050007,0.10091836906547111,0.3939697526199661,0.08213105174851139
