TSNE1,TSNE2,Class,true_label_encoded,kmeans_cluster
-6.1010857,42.291904,happy,1,2
2.133216,-21.536303,happy,1,3
-52.05484,9.712651,happy,1,0
-12.293756,40.808933,happy,1,2
-18.748838,5.666412,happy,1,3
-52.00802,-2.6527138,happy,1,0
-14.024842,41.908516,happy,1,2
-3.434488,9.53687,sad,3,2
24.233826,45.57206,sad,3,2
43.44848,-35.194244,sad,3,1
55.682552,-10.562632,sad,3,1
53.123055,-28.222666,sad,3,1
38.467037,-4.2780275,sad,3,1
14.684713,7.3468237,sad,3,2
51.306026,27.738266,sad,3,2
14.194057,26.979435,sad,3,2
49.833202,30.86609,sad,3,2
48.247242,-19.368593,sad,3,1
-64.43835,18.151213,sad,3,0
34.90798,-15.931821,sad,3,1
31.149933,-27.55774,sad,3,1
8.313976,17.001616,sad,3,2
46.922306,30.987616,sad,3,2
26.354305,-18.639845,sad,3,1
29.011967,21.031727,sad,3,2
-1.1854908,-54.228386,sad,3,3
17.437834,12.09037,sad,3,2
35.534714,-26.67508,sad,3,1
-21.245884,-19.747095,sad,3,3
0.40295425,22.339895,sad,3,2
5.281332,32.333416,sad,3,2
8.510444,24.803505,sad,3,2
27.176891,5.913076,sad,3,1
0.21119203,10.5390835,sad,3,2
-15.715337,47.00094,sad,3,2
33.68461,4.953713,sad,3,1
15.92055,11.880852,sad,3,2
33.766754,21.276985,sad,3,2
17.556477,-20.49985,sad,3,1
44.047947,-9.013965,sad,3,1
44.20551,-31.16036,sad,3,1
11.199332,-27.01812,sad,3,3
-61.161366,14.6774845,sad,3,0
37.21329,-4.0918365,sad,3,1
14.350496,0.90466344,sad,3,2
38.39661,5.2091894,sad,3,1
-35.893127,-14.417591,sad,3,3
4.5369735,34.124702,sad,3,2
16.744581,-31.030489,sad,3,1
-10.931633,32.9393,sad,3,2
3.2503517,36.200237,sad,3,2
-1.9674098,-32.657745,sad,3,3
-45.097694,18.787796,sad,3,0
24.659447,-21.468,sad,3,1
25.395344,-21.641825,sad,3,1
38.54663,-10.842666,sad,3,1
38.060955,-11.651768,sad,3,1
7.6915584,11.34776,sad,3,2
-33.138298,8.400444,sad,3,0
-8.97597,6.2023025,sad,3,3
2.7621922,10.343719,sad,3,2
30.49232,-10.975255,sad,3,1
-31.096703,-14.204075,sad,3,3
28.652018,-26.815432,sad,3,1
51.115314,6.6279883,sad,3,1
27.627325,27.538311,sad,3,2
-31.749561,9.115766,sad,3,0
9.475499,-40.100445,sad,3,3
10.301401,12.511054,sad,3,2
2.6998827,-24.142286,sad,3,3
26.055098,-40.88771,sad,3,1
-32.207596,37.293697,sad,3,0
-33.54138,34.81687,sad,3,0
31.430017,19.546638,sad,3,2
33.17726,5.9056177,sad,3,1
21.309816,12.383619,sad,3,2
8.92374,15.489381,sad,3,2
12.417417,19.499678,sad,3,2
33.747513,-17.353928,sad,3,1
8.555964,-4.0948586,sad,3,3
13.328727,6.234788,sad,3,2
46.503006,13.841311,sad,3,1
47.376133,-17.898628,sad,3,1
33.82535,23.543222,sad,3,2
-10.309314,34.22993,sad,3,2
19.99221,0.83418024,sad,3,1
-29.037151,10.296345,sad,3,0
14.329321,23.922958,sad,3,2
17.902338,-32.47388,sad,3,1
21.648209,-32.649975,sad,3,1
17.280844,22.927912,sad,3,2
0.9474108,-52.714947,sad,3,3
16.342602,24.722939,sad,3,2
39.571053,-9.306638,sad,3,1
-7.0632854,37.890263,sad,3,2
36.934906,-25.51888,sad,3,1
57.988483,-18.710562,sad,3,1
25.67557,-15.9197445,sad,3,1
1.9844929,48.824398,sad,3,2
9.088513,12.939878,sad,3,2
46.05947,27.702303,sad,3,2
1.0630978,-4.401994,sad,3,3
18.445263,12.162965,sad,3,2
0.92909455,-8.182087,sad,3,3
31.685066,20.586443,sad,3,2
-4.837112,-26.85743,angry,0,3
21.433472,-6.057736,angry,0,1
-2.3442655,-23.73529,angry,0,3
-58.17345,-3.4210727,angry,0,0
-19.338448,-0.25894746,angry,0,3
-14.871998,2.8583498,angry,0,3
-28.521322,-18.78896,angry,0,3
-21.1894,14.466468,angry,0,0
-9.69196,-31.108973,angry,0,3
-13.87915,-11.5537405,angry,0,3
-29.22113,-21.012417,angry,0,3
14.311502,-22.985693,angry,0,1
18.87663,-3.5076337,angry,0,1
-17.81782,27.032326,angry,0,0
19.370794,-0.25057685,angry,0,1
-21.073486,20.250036,angry,0,0
-3.8134446,-28.539974,angry,0,3
-18.63734,13.407018,angry,0,0
19.141365,-6.023601,angry,0,1
15.818387,-19.582705,angry,0,1
11.964593,-40.140934,angry,0,3
-22.17713,20.118263,angry,0,0
-22.592175,-4.929607,angry,0,3
-13.599285,-14.314474,angry,0,3
-40.83417,27.418146,angry,0,0
-7.048389,-27.772,angry,0,3
14.245126,-19.112358,angry,0,1
-13.789745,-12.824602,angry,0,3
-8.86319,-8.521532,angry,0,3
12.272698,-17.907276,angry,0,3
46.924736,29.71338,angry,0,2
-23.78168,21.790808,angry,0,0
32.737183,-30.313921,angry,0,1
15.2882395,-6.6533,angry,0,1
41.58833,-9.099158,angry,0,1
-20.829313,-7.7534485,angry,0,3
22.934837,-24.341448,angry,0,1
15.672718,-5.331818,angry,0,1
-61.50229,16.1268,angry,0,0
10.796988,-38.38554,angry,0,3
-20.000875,24.474108,angry,0,0
-10.456379,-32.572716,angry,0,3
-6.194586,-16.105143,angry,0,3
15.087953,-3.411359,angry,0,1
2.3744318,49.640156,angry,0,2
-5.316043,-22.159307,angry,0,3
-0.50980884,-26.32414,angry,0,3
-22.742262,18.109426,angry,0,0
25.046806,-13.119446,angry,0,1
2.2092052,-31.52349,angry,0,3
-6.691437,-23.785652,angry,0,3
-63.602783,0.65450716,angry,0,0
-14.019031,-25.782085,angry,0,3
-21.460167,23.076294,angry,0,0
-9.514953,-7.6857753,angry,0,3
-7.2049437,-6.1642876,angry,0,3
-9.092213,-29.892965,angry,0,3
26.000734,-12.215255,angry,0,1
-23.942839,-5.749641,angry,0,3
-22.805197,24.346237,angry,0,0
-16.686518,19.651464,angry,0,0
-17.69558,19.74824,angry,0,0
-11.265014,-15.677914,angry,0,3
-11.089457,21.678343,angry,0,2
-10.426245,22.060606,angry,0,2
-12.451392,23.170298,angry,0,2
22.68871,-12.450283,angry,0,1
3.6409497,-31.946795,angry,0,3
-24.960207,-13.712449,angry,0,3
-5.865502,-8.081865,angry,0,3
19.163694,-12.176776,angry,0,1
17.659336,-17.071075,angry,0,1
16.911608,-8.173978,angry,0,1
-21.221918,-2.0550575,angry,0,3
39.634968,-35.37778,angry,0,1
-39.30192,12.8582325,angry,0,0
-9.322738,-16.473442,angry,0,3
23.294598,-6.093414,angry,0,1
-50.855206,11.149114,angry,0,0
-20.57682,-8.761023,angry,0,3
-5.1762824,-15.767239,angry,0,3
-23.33941,-14.962985,angry,0,3
41.436916,-34.374004,angry,0,1
-17.467993,12.330096,angry,0,0
28.280186,-11.450862,angry,0,1
18.855637,-13.740687,angry,0,1
-36.568523,35.927162,angry,0,0
9.492233,24.352642,angry,0,2
15.0521345,-1.2042124,angry,0,1
-15.038187,-15.787511,angry,0,3
-2.9012003,-30.850477,angry,0,3
-38.09446,13.674668,angry,0,0
12.692141,-3.4560611,angry,0,3
-18.970383,-7.7566133,angry,0,3
-3.5588317,-15.462922,angry,0,3
-3.8969157,-26.089,angry,0,3
2.037989,-30.024347,angry,0,3
