feature,class,n,class_mean,overall_mean,between_contribution,within_contribution
_MFCC_Mean_5,happy,96,-0.09348628309122015,9.156478553609538e-18,0.8390097721163287,60.893651367556274
_MFCC_Mean_5,relax,97,0.1606230375486644,9.156478553609538e-18,2.502576738561886,138.87244584854574
_MFCC_Mean_5,sad,98,-0.14278986073854952,9.156478553609538e-18,1.9981165443139677,115.6591282434231
_MFCC_Mean_6,angry,97,0.20317356769897232,9.156478553609538e-18,4.004111365318302,48.32624262983718
_MFCC_Mean_6,happy,96,-0.3196997884578456,9.156478553609538e-18,9.811963655039156,68.3341410213773
_MFCC_Mean_6,relax,97,0.16222536179691963,9.156478553609538e-18,2.552755596983723,129.62055389985656
_MFCC_Mean_6,sad,98,-0.0484950660117177,9.156478553609538e-18,0.23047359989312408,125.11975823169473
_MFCC_Mean_7,angry,97,0.38313180831200766,-7.325182842887631e-17,14.238628306421615,49.21763393225941
_MFCC_Mean_7,happy,96,-0.32223304230227956,-7.325182842887631e-17,9.968076820932735,79.51488051227834
_MFCC_Mean_7,relax,97,-0.2378381202770362,-7.325182842887631e-17,5.486996231320648,124.12711440523665
_MFCC_Mean_7,sad,98,0.17184575838394472,-7.325182842887631e-17,2.8940345381062076,102.55263525344438
_MFCC_Mean_8,angry,97,-0.08647175371716391,0.0,0.7253043265194196,50.74149238235511
_MFCC_Mean_8,happy,96,0.032185055091201065,0.0,0.09944426603747017,82.30889348964777
_MFCC_Mean_8,relax,97,0.048099593023845755,0.0,0.22441637235878037,131.58823849810284
_MFCC_Mean_8,sad,98,0.00645239080098532,0.0,0.004080068010766718,122.30813059696781
_MFCC_Mean_9,angry,97,0.11795076094911301,0.0,1.3495010548220558,46.50660799474323
_MFCC_Mean_9,happy,96,-0.19890686120665432,0.0,3.798138185767992,76.48164612487791
_MFCC_Mean_9,relax,97,-0.07804146344330032,0.0,0.590775591588082,115.54703581289627
_MFCC_Mean_9,sad,98,0.1553454777323978,0.0,2.364957310286876,141.36133792501758
_MFCC_Mean_10,angry,97,0.013904491947754042,2.2891196384023846e-18,0.018753484943540222,37.88178786202444
_MFCC_Mean_10,happy,96,0.06226891683406608,2.2891196384023846e-18,0.37223212835403247,73.54090273902119
_MFCC_Mean_10,relax,97,-0.002292528362832457,2.2891196384023846e-18,0.0005098015705559538,130.1078248931227
_MFCC_Mean_10,sad,98,-0.07249159677354831,2.2891196384023846e-18,0.5149930970723146,145.5629959938913
_MFCC_Mean_11,angry,97,0.04184019398339908,9.156478553609538e-18,0.169808377759141,46.75920381674964
_MFCC_Mean_11,happy,96,0.1871440459951823,9.156478553609538e-18,3.3621978193389035,76.8391800730878
_MFCC_Mean_11,relax,97,-0.04460456004101765,9.156478553609538e-18,0.19298797731591663,118.9988677011965
_MFCC_Mean_11,sad,98,-0.1805886215096786,9.156478553609538e-18,3.196000521439064,138.48175371311302
_MFCC_Mean_12,angry,97,-0.06436763127665314,-4.578239276804769e-18,0.4018896197482161,51.9924594465608
_MFCC_Mean_12,happy,96,0.045038154404206665,-4.578239276804769e-18,0.19472979380516744,87.06110274270159
_MFCC_Mean_12,relax,97,0.04836270674299883,-4.578239276804769e-18,0.2268782861404026,138.21954758226724
_MFCC_Mean_12,sad,98,-0.02827739941876911,-4.578239276804769e-18,0.07836190915308314,109.82503061962358
_MFCC_Mean_13,angry,97,0.09925974635200374,9.156478553609538e-18,0.9556922328488193,36.13116406344568
_MFCC_Mean_13,happy,96,-4.6435625368962397e-05,9.156478553609538e-18,2.0700166112711752e-07,84.94508558001428
_MFCC_Mean_13,relax,97,0.10530815006203041,9.156478553609538e-18,1.07571122754025,129.72125403772935
_MFCC_Mean_13,sad,98,-0.2024349809400601,9.156478553609538e-18,4.016032307803845,131.1550603436161
_Roughness_Mean,angry,97,0.38064162328000806,-5.493887132165723e-17,14.054140401204243,117.87661249280734
_Roughness_Mean,happy,96,0.37157491401553294,-5.493887132165723e-17,13.25452000566247,96.58650050775321
_Roughness_Mean,relax,97,-0.3706753977454314,-5.493887132165723e-17,13.327824297892171,50.924014869650556
_Roughness_Mean,sad,98,-0.37385628186066416,-5.493887132165723e-17,13.69731490969467,68.27907251533537
_Roughness_Slope,angry,97,-0.3321118451586546,5.493887132165723e-17,10.698932936384562,80.03671138289593
_Roughness_Slope,happy,96,-0.10185080289903908,5.493887132165723e-17,0.9958642609131763,66.84902915596716
_Roughness_Slope,relax,97,0.5344580085696169,5.493887132165723e-17,27.707600203647466,94.04894364159064
_Roughness_Slope,sad,98,-0.10050919155668954,5.493887132165723e-17,0.9900055635631737,106.67291285503782
_Zero-crossingrate_Mean,angry,97,-0.40059939589254984,2.38068442393848e-16,15.566547970979176,57.53589183225091
_Zero-crossingrate_Mean,happy,96,1.1832212008906116,2.38068442393848e-16,134.40119138275395,61.31901814710731
_Zero-crossingrate_Mean,relax,97,-0.6520920117324508,2.38068442393848e-16,41.24672720123168,28.66221597223681
_Zero-crossingrate_Mean,sad,98,-0.11712417087626087,2.38068442393848e-16,1.3443709975382578,47.92403649590184
_AttackTime_Mean,angry,97,-0.6590571748784199,-2.4722492094745755e-16,42.13256689659621,62.76685457330094
_AttackTime_Mean,happy,96,-0.2396963519659171,-2.4722492094745755e-16,5.515616749993794,24.83581635465784
_AttackTime_Mean,relax,97,0.4247483537865086,-2.4722492094745755e-16,17.499882912301878,114.31725925576183
_AttackTime_Mean,sad,98,0.466722504435136,-2.4722492094745755e-16,21.347329822328167,99.58467343505944
_AttackTime_Slope,angry,97,0.09222985419780635,-4.578239276804769e-18,0.825115562518816,86.35761647421673
_AttackTime_Slope,happy,96,0.2871932232258901,-4.578239276804769e-18,7.918074956820089,46.23707463159836
_AttackTime_Slope,relax,97,-0.3279460695511714,-4.578239276804769e-18,10.43221657980399,140.90903009865792
_AttackTime_Slope,sad,98,-0.04802118918784738,-4.578239276804769e-18,0.2259913918794729,95.09488030450456
_Rolloff_Mean,angry,97,-0.12268260027610382,3.6625914214438153e-17,1.4599489798191092,76.63852088892163
_Rolloff_Mean,happy,96,0.5546073167701432,3.6625914214438153e-17,29.528570478237885,70.9242771103722
_Rolloff_Mean,relax,97,-0.10131991942545893,3.6625914214438153e-17,0.9957754290210052,129.33040031385244
_Rolloff_Mean,sad,98,-0.3215720203967565,3.6625914214438153e-17,10.134039301601096,68.98846749817457
_Eventdensity_Mean,angry,97,0.527850655711212,5.493887132165723e-17,27.026752529271384,101.34836117770624
_Eventdensity_Mean,happy,96,0.6959037412487415,5.493887132165723e-17,46.49107364006356,41.74537108552769
_Eventdensity_Mean,relax,97,-0.7915385957977211,5.493887132165723e-17,60.77373481783053,38.434267530906766
_Eventdensity_Mean,sad,98,-0.4207043772600796,5.493887132165723e-17,17.34523295848756,54.83520626020638
_Pulseclarity_Mean,angry,97,0.03036818899241906,1.0987774264331447e-16,0.08945600955988972,70.0862849149914
_Pulseclarity_Mean,happy,96,1.0423810473329163,1.0987774264331447e-16,104.30959179253126,94.25250925846866
_Pulseclarity_Mean,relax,97,-0.5407731873959277,1.0987774264331447e-16,28.36625710001607,33.652948484997296
_Pulseclarity_Mean,sad,98,-0.5159111806001997,1.0987774264331447e-16,26.084105934292616,31.158846505142712
_Brightness_Mean,angry,97,-0.03865195717836689,-2.5638139950106705e-16,0.14491545799067393,73.16035569156864
_Brightness_Mean,happy,96,0.8674954635919144,-2.5638139950106705e-16,72.24464441784488,33.1462839287058
_Brightness_Mean,relax,97,-0.6328750574924119,-2.5638139950106705e-16,38.85149132441427,94.74550943655083
_Brightness_Mean,sad,98,-0.1851167763444728,-2.5638139950106705e-16,3.358285646648608,72.34851409627632
_Spectralcentroid_Mean,angry,97,-0.14296662149906703,1.0987774264331447e-16,1.9826271216971798,86.27393289238404
_Spectralcentroid_Mean,happy,96,0.7193528672310823,1.0987774264331447e-16,49.67698056898358,64.55149908951202
_Spectralcentroid_Mean,relax,97,-0.2909777788080273,1.0987774264331447e-16,8.21280257272517,102.56603615203835
_Spectralcentroid_Mean,sad,98,-0.2751558002489358,1.0987774264331447e-16,7.419650012241968,67.31647159041768
_Spectralspread_Mean,angry,97,-0.06604384164543838,-4.944498418949151e-16,0.4230935348709044,76.82316442005838
_Spectralspread_Mean,happy,96,0.35210707296774496,-4.944498418949151e-16,11.90202152005567,86.53869033803811
_Spectralspread_Mean,relax,97,0.01236297896232913,-4.944498418949151e-16,0.014825795135831472,105.52599528001721
_Spectralspread_Mean,sad,98,-0.29178811555757256,-4.944498418949151e-16,8.343749829302624,98.42845928252125
_Spectralskewness_Mean,angry,97,0.04913457856129241,-1.648166139649717e-16,0.2341780606083957,70.99486870067484
_Spectralskewness_Mean,happy,96,-0.6537801857306563,-1.648166139649717e-16,41.033139000385084,30.1003789325485
_Spectralskewness_Mean,relax,97,0.2697787136355089,-1.648166139649717e-16,7.059713770090512,139.82968233388138
_Spectralskewness_Mean,sad,98,0.3247786580311553,-1.648166139649717e-16,10.337155317826786,88.41088388398454
_Spectralkurtosis_Mean,angry,97,0.06159306980018359,-1.0987774264331447e-16,0.36798950599879926,73.5786135085631
_Spectralkurtosis_Mean,happy,96,-0.591773738823284,-1.0987774264331447e-16,33.618831164245265,19.568293803777514
_Spectralkurtosis_Mean,relax,97,0.1971767945730797,-1.0987774264331447e-16,3.771232766857109,144.22245701819173
_Spectralkurtosis_Mean,sad,98,0.3235673681921294,-1.0987774264331447e-16,10.260192492360547,102.61238974000598
_Spectralflatness_Mean,angry,97,-0.03232063044113257,-5.310757561093532e-16,0.1013284457548864,81.06645486618403
_Spectralflatness_Mean,happy,96,0.17218857163037452,-5.310757561093532e-16,2.8462948032104447,121.07944889782664
_Spectralflatness_Mean,relax,97,-0.059410494456527733,-5.310757561093532e-16,0.34237186460219776,74.26630098656555
_Spectralflatness_Mean,sad,98,-0.07787942613717459,-5.310757561093532e-16,0.594390091514644,107.70341004434165
_EntropyofSpectrum_Mean,angry,97,-0.10784789774073918,-3.9372857780521014e-16,1.1282233975683946,73.54211187280063
_EntropyofSpectrum_Mean,happy,96,0.8976418159922809,-3.9372857780521014e-16,77.35303966252039,17.495037219072692
_EntropyofSpectrum_Mean,relax,97,-0.5807700689862296,-3.9372857780521014e-16,32.71750568393613,117.38088033882686
_EntropyofSpectrum_Mean,sad,98,-0.19773134247697094,-3.9372857780521014e-16,3.8315730121790117,64.55162881309592
_Chromagram_Mean_1,angry,97,-0.2222479718695086,1.8312957107219077e-17,4.79123361701066,87.8934926856503
_Chromagram_Mean_1,happy,96,0.4396725912895647,1.8312957107219077e-17,18.55795080300294,91.38667127658415
_Chromagram_Mean_1,relax,97,-0.048993656426893566,1.8312957107219077e-17,0.23283670189741962,101.617720745703
_Chromagram_Mean_1,sad,98,-0.16222582468415503,1.8312957107219077e-17,2.579087383056513,80.94100678709502
_Chromagram_Mean_2,angry,97,-0.23668522335488276,-1.8312957107219077e-17,5.433929810591421,63.34739347002051
_Chromagram_Mean_2,happy,96,0.40309683493992815,-1.8312957107219077e-17,15.598757600504417,105.53258948283525
_Chromagram_Mean_2,relax,97,-0.07855894906512853,-1.8312957107219077e-17,0.5986363223870933,106.37809236516536
_Chromagram_Mean_2,sad,98,-0.08284297377032668,-1.8312957107219077e-17,0.6725699137048811,90.43803103479105
_Chromagram_Mean_3,angry,97,0.14091025974982466,2.1975548528662893e-16,1.9260030263680101,144.45133638427757
_Chromagram_Mean_3,happy,96,0.07465624214283374,2.1975548528662893e-16,0.5350612311253816,59.16538179888514
_Chromagram_Mean_3,relax,97,0.021397691895051304,2.1975548528662893e-16,0.044412538188246885,96.04913424147793
_Chromagram_Mean_3,sad,98,-0.23378439342107069,2.1975548528662893e-16,5.35620397551129,80.47246680416652
_Chromagram_Mean_4,angry,97,-0.10120718118447498,6.180623023686439e-17,0.9935606717607944,84.56485095111394
_Chromagram_Mean_4,happy,96,0.2636715220237411,6.180623023686439e-17,6.674176466526352,89.4829918896567
_Chromagram_Mean_4,relax,97,-0.20886400469734503,6.180623023686439e-17,4.231544728446621,84.06525992948704
_Chromagram_Mean_4,sad,98,0.04861672363527978,6.180623023686439e-17,0.23163141006885823,117.7559839529398
_Chromagram_Mean_5,angry,97,-0.16465486613700095,-1.19034221196924e-16,2.6297888194315857,99.10865562296502
_Chromagram_Mean_5,happy,96,0.16268247383018206,-1.19034221196924e-16,2.540696379984759,81.40519301626207
_Chromagram_Mean_5,relax,97,0.049252206516574575,-1.19034221196924e-16,0.23530064513487828,112.82774364319663
_Chromagram_Mean_5,sad,98,-0.04513734188281806,-1.19034221196924e-16,0.1996632039601463,89.052958669065
_Chromagram_Mean_6,angry,97,-0.24014632587305026,3.6625914214438153e-17,5.59401500954155,70.80472384797257
_Chromagram_Mean_6,happy,96,0.3387934854634618,3.6625914214438153e-17,11.018978476078162,118.71034133039967
_Chromagram_Mean_6,relax,97,-0.26850010567986105,3.6625914214438153e-17,6.992953754759368,58.150195077901216
_Chromagram_Mean_6,sad,98,0.17157682914428657,3.6625914214438153e-17,2.8849836133223543,113.84380889002516
_Chromagram_Mean_7,angry,97,-0.5673415366257868,1.8312957107219077e-17,31.22201266054817,21.869271115549854
_Chromagram_Mean_7,happy,96,0.25924234577222766,1.8312957107219077e-17,6.451833008782774,95.41422982084836
_Chromagram_Mean_7,relax,97,0.0785727441217393,1.8312957107219077e-17,0.5988465835255705,109.6701966566066
_Chromagram_Mean_7,sad,98,0.22982967019141598,1.8312957107219077e-17,5.1765243754289125,117.59708577870981
_Chromagram_Mean_8,angry,97,-0.31908305005189996,2.6095963877787186e-16,9.875957304551077,86.45698339434719
_Chromagram_Mean_8,happy,96,0.1857968745172159,2.6095963877787186e-16,3.3139659437151345,73.21616507216473
_Chromagram_Mean_8,relax,97,-0.048438205748204614,2.6095963877787186e-16,0.2275871982822265,93.98308406499591
_Chromagram_Mean_8,sad,98,0.1817659373363012,2.6095963877787186e-16,3.23780788562292,117.68844913632083
_Chromagram_Mean_9,angry,97,-0.16376580636390667,-3.204767493763338e-17,2.601466215399995,80.5389159318324
_Chromagram_Mean_9,happy,96,0.2252597627461237,-3.204767493763338e-17,4.871228228394235,80.52694190855756
_Chromagram_Mean_9,relax,97,-0.19446083084006688,-3.204767493763338e-17,3.668056428907882,101.4026747116721
_Chromagram_Mean_9,sad,98,0.13390863862405664,-3.204767493763338e-17,1.7572893028185237,112.63342727241721
_Chromagram_Mean_10,angry,97,0.06751302344919068,-3.6625914214438153e-17,0.44212680851934466,100.24565961005513
_Chromagram_Mean_10,happy,96,0.11126916780473439,-3.6625914214438153e-17,1.1885594595799822,72.07702616983863
_Chromagram_Mean_10,relax,97,0.02992430283232498,-3.6625914214438153e-17,0.08685999830006742,109.64458254429188
_Chromagram_Mean_10,sad,98,-0.20544143631185235,-3.6625914214438153e-17,4.1362060078799345,100.17897940153502
_Chromagram_Mean_11,angry,97,-0.1405807507581698,-5.9517110598462e-17,1.9170059059218727,69.55436000914072
_Chromagram_Mean_11,happy,96,0.4256987328789375,-5.9517110598462e-17,17.39706347277437,92.5280379349913
_Chromagram_Mean_11,relax,97,-0.28980127476993206,-5.9517110598462e-17,8.14652354925293,100.47038672618348
_Chromagram_Mean_11,sad,98,0.008979368569876214,-5.9517110598462e-17,0.007901647871540822,97.97872075386375
_Chromagram_Mean_12,angry,97,-0.29531460409832616,-5.493887132165723e-17,8.459439393193854,88.38766253615967
_Chromagram_Mean_12,happy,96,0.2574551038218514,-5.493887132165723e-17,6.363180526456349,66.07580674762204
_Chromagram_Mean_12,relax,97,0.1187788044783689,-5.493887132165723e-17,1.3685152261511282,106.70882527316773
_Chromagram_Mean_12,sad,98,-0.07746650412001942,-5.493887132165723e-17,0.5881038075365437,110.04846648971271
_HarmonicChangeDetectionFunction_Mean,angry,97,-0.8762955730759863,6.409534987526677e-16,74.48571134507952,92.50784423975294
_HarmonicChangeDetectionFunction_Mean,happy,96,0.48137999100018874,6.409534987526677e-16,22.24576279059275,45.31260330999554
_HarmonicChangeDetectionFunction_Mean,relax,97,0.14884593341692087,6.409534987526677e-16,2.1490458537911623,79.87587179441596
_HarmonicChangeDetectionFunction_Mean,sad,98,0.24847077460113773,6.409534987526677e-16,6.050297131427129,65.372863534945
_HarmonicChangeDetectionFunction_Std,angry,97,-1.0041441685348675,2.38068442393848e-16,97.80563458665036,44.064762935262394
_HarmonicChangeDetectionFunction_Std,happy,96,-0.4324747022606516,2.38068442393848e-16,17.955299337162188,26.35518900750177
_HarmonicChangeDetectionFunction_Std,relax,97,0.8977827820424372,2.38068442393848e-16,78.18335060199023,52.05427409026938
_HarmonicChangeDetectionFunction_Std,sad,98,0.5289247541509019,2.38068442393848e-16,27.416616764251998,44.164872676911735
_HarmonicChangeDetectionFunction_Slope,angry,97,0.032122502338609076,-1.1445598192011922e-17,0.1000899501799128,130.50840740226897
_HarmonicChangeDetectionFunction_Slope,happy,96,-0.21537102752463136,-1.1445598192011922e-17,4.452929231713489,72.20181105613159
_HarmonicChangeDetectionFunction_Slope,relax,97,0.22583776538762323,-1.1445598192011922e-17,4.9472615387016905,90.6398162149155
_HarmonicChangeDetectionFunction_Slope,sad,98,-0.04435231966408086,-1.1445598192011922e-17,0.19277856943931165,84.95690603664949
_HarmonicChangeDetectionFunction_PeriodFreq,angry,97,0.3039599777981593,-3.6625914214438153e-17,8.96199180599658,122.5077633919337
_HarmonicChangeDetectionFunction_PeriodFreq,happy,96,0.21073849157092728,-3.6625914214438153e-17,4.26342833564062,77.87340705188484
_HarmonicChangeDetectionFunction_PeriodFreq,relax,97,-0.35979096562971763,-3.6625914214438153e-17,12.556605278030169,95.45030750282402
_HarmonicChangeDetectionFunction_PeriodFreq,sad,98,-0.1511764221545702,-3.6625914214438153e-17,2.2397224403147677,64.14677419337525
_HarmonicChangeDetectionFunction_PeriodAmp,angry,97,0.6249896980657843,-2.7835694802972997e-15,37.88937590077128,50.81305576553298
_HarmonicChangeDetectionFunction_PeriodAmp,happy,96,0.7484070512844273,-2.7835694802972997e-15,53.77085898357653,10.68367870357333
_HarmonicChangeDetectionFunction_PeriodAmp,relax,97,-0.843827525005459,-2.7835694802972997e-15,69.06835451981289,78.0330649128887
_HarmonicChangeDetectionFunction_PeriodAmp,sad,98,-0.5165286501036497,-2.7835694802972997e-15,26.146580945033776,61.595030268810476
_HarmonicChangeDetectionFunction_PeriodEntropy,angry,97,-0.007782471158433307,-4.5796127485878107e-14,0.005874985161119946,96.47007633846695
_HarmonicChangeDetectionFunction_PeriodEntropy,happy,96,0.28733532056025335,-4.5796127485878107e-14,7.925912298383027,41.32628082752093
_HarmonicChangeDetectionFunction_PeriodEntropy,relax,97,-0.23814361744670381,-4.5796127485878107e-14,5.5011011054662795,138.0123314121526
_HarmonicChangeDetectionFunction_PeriodEntropy,sad,98,-0.03805469570514068,-4.5796127485878107e-14,0.14191966679032197,98.6165033660587
