Dim1,Dim2,Class
1.027155612571927,1.3339813682618993,angry
1.317577012813175,2.5990344275274486,angry
-1.7137116648148543,2.301195034695039,angry
-0.6499746325952976,1.7210434059376076,angry
0.43314676096937765,0.7159866441805571,angry
-0.2846904797849549,2.8974945499954323,angry
-0.3727869567634743,5.026576614071031,angry
-0.9056422084226295,3.226009931150057,angry
-0.9743020792737568,4.5497848715528315,angry
1.063378238028734,4.05969764876979,angry
-0.3440535635758626,2.5802172961811407,angry
1.1848895907689039,3.1944318778179888,angry
0.08176633243081018,2.030244932242891,angry
-0.6938254047327425,1.9192565366308427,angry
-0.641732567648492,3.105299782458469,angry
-1.42224081663187,1.849906463418713,angry
-0.3264878596728101,3.4902361450875508,angry
-0.4639864210996965,3.4304260901188885,angry
0.6013068139456019,0.9816895482393251,angry
-0.4429254789606151,2.3693855798467447,angry
-1.7416334722700348,1.5829463134825728,angry
-2.5474931307069086,2.068496031203793,angry
-1.6472290332944703,3.5314906450267656,angry
-1.73155939328101,4.28755521542616,angry
-0.09250765463868081,1.9962164667887825,angry
-1.3164013476576388,3.5056757044894677,angry
-2.4441054929256136,2.0047122245720397,angry
-0.7978706868640207,1.8026136764660783,angry
0.8522201325208291,0.21735448082875028,angry
-1.234919350362588,1.9516426408329162,angry
-0.44634528638647364,1.7473775976191703,angry
0.25911690158692846,3.3978946177193743,angry
0.05266539760360656,-0.6021026530556192,angry
-0.9441189880620314,3.0864521735201484,angry
-0.09997072393552998,1.207625522198631,angry
-0.6598212011567951,2.6234798759668214,angry
-0.2252517188747487,0.9804230264759428,angry
-0.8687485844476421,1.4840997442479884,angry
0.420099533740022,2.667296648678323,angry
-0.12149143820844527,2.195341090679847,angry
-0.08101431805073687,4.048365725482358,angry
-0.013191816431721896,3.0193676768349587,angry
0.9388629388034866,1.2938192125928574,angry
0.2048275770802535,1.3893809256198881,angry
0.8803353960184324,1.9710879954670308,angry
0.0978455382545266,1.7721044859819215,angry
-0.08876444525406134,2.3464319640344367,angry
0.16310813244777667,3.3879102942085018,angry
-0.44180359207929326,2.425563997039174,angry
-0.3063499202241205,1.8699429361373443,angry
-0.24740480669935083,1.4553758596199098,angry
-0.4316229806152344,3.3604984276396452,angry
-2.6288479439822785,3.347652387443781,angry
-0.42521095625587485,0.7392067020149367,angry
-1.153533531993717,5.228251828542046,angry
-0.27419127119271824,2.4533726450043294,angry
-0.7875607277812414,2.046002926871383,angry
0.01994553073133912,3.253955371652726,angry
-1.2568798590643295,3.076691063955912,angry
-0.7973667896704892,2.9523629736446444,angry
-0.29294405208015434,4.04438725606016,angry
-0.06660939119886114,5.052389676061537,angry
0.01091037294046507,4.915022272270929,angry
0.20437526530381017,3.127194791892922,angry
0.41706011555570477,1.5826748338050478,angry
-1.3252558804364447,2.4796487827331797,angry
-0.26934738007192394,2.076164741607863,angry
1.1491935080264692,3.0669458479215623,angry
-0.06893809179376971,4.046281057123727,angry
-0.12719878446641567,2.059764320870227,angry
-0.36690926877426844,3.466441659333275,angry
-1.8167779946763234,3.580600052691348,angry
-0.6350289899410495,1.5001741643450832,angry
-1.707515155173346,2.6732971229135596,angry
-0.17214872037929246,1.8854153701020817,angry
-0.43940263404300584,2.2384612483365616,angry
-3.0053290906375474,1.8017346997306263,angry
0.06345782709981003,2.7111911936972724,angry
-0.5846564713459759,3.0280521657617157,angry
-0.922346415861997,2.344693430289094,angry
0.5328731339317838,0.5388179201601566,angry
-0.8210425862131522,2.386390852592677,angry
1.1102122473468155,1.4347265109284706,angry
-0.3745793815777606,2.964664867878433,angry
-0.4832813935701859,-0.27592709475050897,angry
-0.10308692205620072,1.2577612210046727,angry
0.24923301032649992,1.9742425545809268,angry
-0.7528130292702941,1.9022484308022969,angry
-1.115431798895897,3.9819608441201746,angry
-0.9075127591823346,0.8733094183157332,angry
-1.392356517354425,2.1064006522785372,angry
-1.8440266615651026,3.7813631315809193,angry
0.5807488130855593,3.7823923060909896,angry
-0.5609171045933834,2.556465487738057,angry
-0.899859313285949,4.518856189561036,angry
