PC1,PC2,Class,cluster
-5.894037041206587,-0.42465087802497076,relax,0
-1.5876902998499898,-1.8019516180412039,relax,1
1.6185568077296648,4.311581360392017,relax,1
0.9008536329536062,3.7927983365158235,relax,1
-1.2689983468313746,4.925900196731599,relax,1
-1.3195583324014073,3.94769736401658,relax,1
-2.594143487923399,-0.2981113603971392,relax,1
-1.4910491110341728,3.7927794587536052,relax,1
2.710612190174248,1.8842823058572724,relax,1
-5.983009863658831,0.9913252832334152,relax,0
1.1292668269723447,2.7861695875494217,relax,1
-1.8638047122859631,-1.3806089339336023,relax,1
1.6595178285463044,2.4478705617223566,relax,1
-1.0933315525668676,-0.8789341510795586,relax,1
-0.40707829059513295,0.6475638745386504,relax,1
3.6887187336601914,-0.5903484431307009,happy,1
0.6501054598026341,-0.9823503000690234,happy,1
7.1560612661216485,0.025522456687731787,happy,-1
2.9033221458228624,-0.04666580623642882,happy,1
1.922552816213662,-1.099722905764621,happy,1
3.4825870994689407,1.1714056948085922,happy,1
1.6372167406533706,-2.3601357190319074,happy,1
5.275619297158402,-0.7930636036410801,happy,1
3.2457461059521546,0.5339068424598049,happy,1
2.9342302757893433,-0.3513000156575398,happy,1
4.098879733425006,-0.06827687922910262,happy,1
5.351156979159642,0.3833093115033504,happy,1
2.286345749260035,0.5882040569907466,happy,1
0.3559660856790834,-1.3307626931095269,happy,1
3.021191142539677,-0.7084728202645998,happy,1
2.146714913959092,-0.9970554275640641,happy,1
2.141330563029553,0.3371938312571452,happy,1
5.274342754545191,2.123810321429953,happy,1
3.798459112983118,-0.014892552457904244,happy,1
1.220993196129534,-3.3024424476753387,happy,1
3.128796573155094,0.7604189015380872,happy,1
3.443110201097892,0.3706604932727211,happy,1
4.674900337282959,-2.3183979281573657,happy,1
3.0359725827772923,-2.2558954766739525,happy,1
1.4716563029001057,-1.2850372384016229,happy,1
-0.1057914547259774,-0.18781294206559324,happy,1
3.2215761680931703,-1.2843202035350436,happy,1
3.364862679933494,-0.39934393895922515,happy,1
5.160252394263364,-0.1952963201389673,happy,1
0.6060828424325481,-0.6318244111071223,happy,1
0.03434839507415834,-0.9899876777224783,happy,1
3.692485846292614,-0.774719885148857,happy,1
2.8466788500527707,0.8065599340176227,happy,1
1.8488875854685165,0.28384560763787026,happy,1
3.1575513836179656,0.5403002539895502,happy,1
0.9940053352728289,-1.3842661323847243,happy,1
4.8196306495439645,1.4805433724219352,happy,1
5.807784673957662,0.7332673163957689,happy,1
1.2013200079531554,-1.3423167060899293,happy,1
5.020592522176666,-2.326755167248806,happy,1
7.035230260888101,0.447347514978717,happy,-1
3.8244768039806876,3.018048602999093,happy,1
2.5777255195451443,-0.6979963048798626,happy,1
3.088279944650868,-0.4345894973670514,happy,1
2.131546108811296,0.30883008566869996,happy,1
3.8316283288057096,0.7985393348936737,happy,1
1.80640653649004,-1.556243794108408,happy,1
5.878934851715611,0.6895752184509719,happy,1
4.142754566708622,-0.6248463053016905,happy,1
0.058259688763379384,-0.5719523520231182,happy,1
-0.17561266187440128,-0.42179273333476197,happy,1
3.5661567091202704,-0.7092536137994991,happy,1
3.211901855581819,-0.5283342058559282,happy,1
3.004982433598099,-1.4357249903926974,happy,1
2.858287488257072,0.06299406680710236,happy,1
2.333995846190016,-0.7934058812953508,happy,1
4.9738644692973635,-0.003040356550548523,happy,1
5.561201810885245,-1.9941448628766183,happy,1
1.8457444094969684,-1.2021196265735625,happy,1
2.5726454667626304,-1.2443004813034189,happy,1
1.1534791431529303,-1.8561170177716626,happy,1
5.412958741117665,-1.6157997396028576,happy,1
1.1914030546650034,-2.4878192598349598,happy,1
1.9481606086557157,0.20783145558011196,happy,1
2.033947467313532,1.575348347911364,happy,1
3.8282117004615857,0.32509423517272185,happy,1
0.18167218183277892,0.3708614550147365,happy,1
3.0069115306720016,-0.6025019439670302,happy,1
1.124306951324692,-1.376484145800837,happy,1
1.957296132297431,-2.072971214317039,happy,1
0.6746249396491032,-1.1271185864778828,happy,1
2.10513357500664,0.17483996028066345,happy,1
6.0918808037457515,-1.2273088006926762,happy,1
2.6824536633912888,-2.1772063135686714,happy,1
1.3957108751786207,-1.1115340556287014,happy,1
0.4910777907250496,-0.7494264129433911,happy,1
4.392807619818225,1.4871698441065972,happy,1
3.7064586160948796,0.27437263640766907,happy,1
5.2919114582741065,0.5119060470549699,happy,1
3.3426805794516765,2.6218409406013063,happy,1
3.458458381777024,1.4528991127225162,happy,1
3.7716520253316843,-3.037513477545101,happy,1
4.709977463587598,1.9099254701575528,happy,1
1.8543318465288459,-0.26702987665239447,happy,1
2.7168850248934096,1.5261309914299994,happy,1
-0.31852244511282596,-1.2649561299714625,happy,1
-0.659822446145287,-0.801103489419105,happy,1
-0.9103383648158153,-0.3830093263911251,happy,1
1.5557823002549567,-0.6913411595701277,happy,1
-0.03555551349302972,-0.6506575378143015,happy,1
-0.15861078466644854,0.6984037124699334,happy,1
6.278100213875451,1.952101523045552,happy,1
1.223646282578852,-1.8371332536179013,happy,1
1.6487940162522896,-0.20280381486533486,happy,1
5.126382453429639,0.5355886416785232,happy,1
3.101234104050708,-0.24727745680916055,happy,1
0.43692666113915996,-0.41233969931166115,sad,1
1.265963990180744,1.6915765387415518,sad,1
-7.258016953572281,-1.3625283926810268,sad,-1
-4.1436348066124875,0.16976224859203848,sad,1
-6.284900004349524,1.4183090157993334,sad,0
-2.0988493899587675,0.12322093200217865,sad,1
0.704877800825853,3.293774464900819,sad,1
0.46243797889081245,1.4511227664585702,sad,1
-2.1002293464168074,0.2262824401343607,sad,1
0.9300353967348699,2.095790999554265,sad,1
-6.136388342009236,-1.1690031612757388,sad,0
1.1165922728449975,0.005209032724924721,sad,1
-3.2314989739359397,-0.9257460340512752,sad,1
-2.6631574006002774,-1.5745408850688232,sad,1
1.2845489333443738,1.1733392533988027,sad,1
2.1054742996054276,2.8318148314180736,sad,1
-3.0787346070558677,-0.7441622133949296,sad,1
0.8819139871009838,4.993351593574217,sad,1
-0.3643477239267253,4.78308450239667,sad,1
-0.4971645648584487,2.3181280334042427,sad,1
-3.2022798864516573,0.6629743522941045,sad,1
-0.40199077306002157,-0.8738374339975343,sad,1
1.5014342956789692,2.506500392122739,sad,1
-1.1014846801822828,-1.0939453841727875,sad,1
-0.5978478155231576,-0.2563555237976254,sad,1
-1.331259592725231,2.730712582724543,sad,1
-0.29298521974202263,-0.1928240550769597,sad,1
3.4090996673927454,-2.104565260203821,sad,1
-1.8447040238730312,0.8463107952777735,sad,1
-1.6319487327016065,2.8637438957650208,sad,1
-1.0486668787921032,3.3960297790086145,sad,1
-3.82721460595801,-1.997176134227577,sad,1
-5.314542622012712,2.2679173438488305,sad,0
-4.5615714650243,-1.514149603012577,sad,1
-2.830980530171716,0.15852605046100454,sad,1
2.8974191775619653,-0.5835935145287936,sad,1
-1.2478716367390197,0.9723284515593646,sad,1
-1.0300031905645153,2.7418199116924384,sad,1
-4.488725353960552,0.27516638670578786,sad,1
2.658427783769161,0.4656328802906823,sad,1
-2.5350728105355307,-2.1585323548661837,sad,1
-2.7775434598114566,3.6303654164070975,sad,1
1.2452898821599852,-0.35019427556299204,sad,1
-1.6149495275921577,-1.8570900235784815,sad,1
-3.5265357922671043,0.477891479133139,sad,1
2.2314773605179,0.9427663560310785,sad,1
-1.0844795461730323,-1.350686758798597,sad,1
-1.2115015155786564,-1.1181428735320253,sad,1
-3.583572911010093,-1.8978943687236074,sad,1
-3.581078507879549,-0.7918747816300582,sad,1
-1.271510979733861,1.4936962737172197,sad,1
2.2142860451833566,-0.681312107646839,sad,1
1.7047398122293018,0.19559301271758656,sad,1
-1.2914694190166005,1.9357338886316051,sad,1
-4.655283311591452,-1.0673446991735247,sad,1
0.8536343218029772,-0.825181423513061,sad,1
-2.862310214731549,-1.3439690472027426,sad,1
-1.456693496864096,3.234292698783623,sad,1
0.2409004467079124,2.8307451279846534,sad,1
2.2519350912265623,-0.6258903155020807,sad,1
-0.698180216447702,0.07548840267267176,sad,1
-1.6428411494617727,2.2488106379556925,sad,1
-2.1419324646911346,0.30487337878982806,sad,1
-1.8893220812527034,-0.2943406895800655,sad,1
1.666487294632566,3.525121231762708,sad,1
3.8538429087961807,2.27202947021883,sad,1
0.41920068973270513,4.200541066408382,sad,1
-2.426141370129542,1.8628559629326327,sad,1
-1.6646774263921205,2.1307357981778514,sad,1
-0.023144264801592075,-0.5019006244010716,sad,1
-0.8846580495782405,-1.4717814217298917,sad,1
-2.214427295248233,-0.505997869067531,sad,1
-0.7974624268673512,0.9471924253840678,sad,1
-0.32777771545852097,2.950139241505341,sad,1
-3.325695902178215,1.228268032460189,sad,1
-6.87315911183573,0.8478057469977734,sad,0
-2.096974844958732,1.5638586081088908,sad,1
0.10127355580941001,-1.1185291905305756,sad,1
0.49673667787671244,1.8319245504719355,sad,1
1.3333657037290185,2.479820386509617,sad,1
-0.44734774541465533,-2.939235556169119,sad,1
-1.3506918739388427,1.269372630595518,sad,1
-2.9120358531452966,0.9580528055119586,sad,1
-2.0082730548828303,-0.6076608381580476,sad,1
0.7589177760431096,2.8243010311759766,sad,1
-0.9018337349966786,-0.8724367022513053,sad,1
-1.0322193347705484,-1.371249526284375,sad,1
0.6575193821124375,2.6940088002153817,sad,1
-5.701505154683938,-0.5710822999113263,sad,0
-6.668900012697341,3.1827823209757247,sad,-1
-2.731146466523487,-0.833496291959739,sad,1
0.08499006143694623,-0.16135172542624768,sad,1
-0.9418678288519304,0.9517570067343742,sad,1
1.3936058119517396,2.64000803488136,sad,1
2.034252202035614,1.5550092697782383,sad,1
-1.7316227269594144,1.666603209183097,sad,1
2.7218500671175017,1.9077209208730261,sad,1
-0.9330061668447155,3.707625443652336,sad,1
0.761044998260179,-0.8627299907525815,angry,1
-2.1323849398462666,-1.7922706465847407,angry,1
-0.9832881682748834,0.21179473227332674,angry,1
5.512973809269484,-0.04683276438751067,angry,1
0.6822676779268348,-3.624944393540319,angry,1
0.6377562281122839,-2.458046955367493,angry,1
1.2470802550047624,-1.1439842582290884,angry,1
0.26647542396306645,-2.1180017515373777,angry,1
0.15458764505796593,-2.9997179928674584,angry,1
0.22180903115523964,-3.8685512582576562,angry,1
0.6005381453324671,-3.9830329028333655,angry,1
-3.5548490377885673,-2.6214858751004106,angry,1
-1.1521157541484417,-1.0109441666151067,angry,1
-0.025487703910581354,-2.5038112042051033,angry,1
0.5050255723150083,0.1867412664381596,angry,1
1.1256664772352776,-3.1514356337927283,angry,1
-0.10470037314631568,-1.0921428595211105,angry,1
1.4058526480282967,-2.6185601289909797,angry,1
-1.81457055529074,-2.3787477872470224,angry,1
-1.9647353203999667,-2.512199208940175,angry,1
-1.2990512726570342,-0.054264706158979686,angry,1
1.8171289868959384,-3.0161047466340074,angry,1
3.387706567702305,-1.8122543198764838,angry,1
3.361063311220413,-3.042097312600996,angry,1
0.4685179824592799,-3.255315607580411,angry,1
1.5951016473015738,-1.99783990080963,angry,1
-3.376186334290893,-1.6000091090716304,angry,1
2.4640216940790087,-2.301067766447563,angry,1
1.844996249719948,-2.671419212977289,angry,1
-2.789798822827504,-0.38815353014365267,angry,1
0.44942193990646123,1.5840608882182767,angry,1
-0.8813121253480898,-3.013132001638089,angry,1
-2.463750426011397,-3.769747692423091,angry,1
-0.7043491852616485,-1.990817180910348,angry,1
-2.748985741398739,-0.40672114944125903,angry,1
2.981473575751164,-2.5157811843918316,angry,1
-1.6650551593776581,0.26748696832827756,angry,1
-0.06617047131994348,-2.361392370468405,angry,1
3.2358727459811387,-0.3625244041741883,angry,1
-1.8088018948825164,0.15181716287532626,angry,1
0.6107138004359011,-4.005697764160175,angry,1
-0.6269858145235145,-2.6192014807915895,angry,1
0.154208232341876,-1.9841635806816955,angry,1
-0.039072857281807184,-0.7233093341520725,angry,1
1.2097509654491756,0.30231380300364974,angry,1
0.7068421454716145,0.45134142530304744,angry,1
-2.3995478569640594,-0.8612111294454341,angry,1
3.002104875829218,-1.7511023751630777,angry,1
-4.8489924681305485,-2.032305216398138,angry,1
-2.226413248288038,-1.2232699199128123,angry,1
0.749491397275078,-1.5832250992045775,angry,1
5.70199173520991,-1.0665868861060637,angry,1
2.532936950306162,0.6222813387849111,angry,1
1.3380533862003614,-4.124139927170279,angry,1
3.257207979795765,-3.9368327400240215,angry,1
0.5457360998470815,-1.6690653692096826,angry,1
1.0459105938059383,-3.9210756840819867,angry,1
-4.618608212211901,-3.0315965263970677,angry,-1
4.774532434990125,-0.5843205670379126,angry,1
-0.18213829824828598,-3.236587731555262,angry,1
-0.5689508581378779,-2.517978423011563,angry,1
1.0933055529758193,-2.053937934018186,angry,1
2.5257577831865388,-2.2103215198706723,angry,1
-1.0282028138639467,-5.376821262993213,angry,-1
-1.090357190479695,-5.412750746475122,angry,-1
-1.4253115161770313,-4.1589380105845795,angry,1
-2.380354906592051,-2.066921731335782,angry,1
-2.690053159044534,-3.631424941819396,angry,1
3.088787544131979,-0.22432673927185723,angry,1
0.631067278597947,-1.2245488584972668,angry,1
-2.228265749959875,-3.3946972393024932,angry,1
-3.542989063128813,-2.1458373648888283,angry,1
-0.6021431448195913,-3.314210110833795,angry,1
2.23361732651597,-2.1845149569857596,angry,1
-2.6391656643876527,-4.233667213982324,angry,1
2.858236990301552,-0.2461113171201435,angry,1
1.9266840788588724,-1.005689998135058,angry,1
-4.295071195732375,-1.5347220913221302,angry,1
5.660328436434363,1.2735224301227293,angry,1
2.247856190014551,-2.0506675781564496,angry,1
-0.9085343820513776,-1.8254566806579644,angry,1
2.2663817330227314,-0.15347975714994427,angry,1
-3.6513739238775518,-1.9892439039237517,angry,1
0.26090002146946356,-3.404623305104204,angry,1
-5.909160373353305,-2.421516337598619,angry,0
-3.848797498888434,-3.86145100226858,angry,-1
2.914234476195459,2.508667998018209,angry,1
-1.3546758874950875,-2.255384782073113,angry,1
1.2446828911562067,0.6216729383731984,angry,1
1.0075354962407688,-1.2913752691890357,angry,1
-3.4237633737638484,-0.9792782677365899,angry,1
3.7812416183339606,-1.1904396545722458,angry,1
0.04984311225848722,-2.65619603402949,angry,1
3.887217367452615,-2.5433587157828548,angry,1
1.4758806709637506,-1.2362781276354922,angry,1
0.16562461341100232,-1.4738093865400186,angry,1
-2.0628791117740506,-3.4412840203086392,angry,1
