tSNE1,tSNE2,class
-44.769432,25.714045,happy
-38.286076,23.033447,happy
-46.064262,24.561386,happy
-60.512836,-2.6332607,happy
-44.86746,28.111456,happy
-29.394705,-9.936962,happy
-14.50673,8.406241,happy
-62.52948,-0.12878975,happy
-17.760004,1.7189107,happy
-62.394997,18.867502,happy
-31.297354,34.181652,happy
-39.38325,3.1337066,happy
4.15542,-21.31408,happy
-36.85909,0.7124693,happy
-16.26068,4.527074,happy
-64.31937,26.413801,happy
-26.193672,20.055016,happy
-10.727498,9.515422,happy
-54.066673,-1.8582088,happy
-34.363594,-22.879921,happy
-14.779333,46.019753,happy
-4.093839,43.137463,happy
-44.7586,7.635238,happy
-54.949547,5.5322056,happy
-49.62376,18.364685,happy
-66.42798,31.262241,happy
-20.975122,6.0483,happy
-45.159874,4.2474427,happy
-34.898712,35.219643,happy
-33.83099,0.32653654,happy
-66.04867,32.46311,happy
-8.591702,39.689568,happy
5.309988,42.561466,happy
6.15193,42.733517,happy
-34.005924,-17.198423,happy
-6.1010857,42.291904,happy
2.133216,-21.536303,happy
-52.05484,9.712651,happy
-12.293756,40.808933,happy
-18.748838,5.666412,happy
-52.00802,-2.6527138,happy
-14.024842,41.908516,happy
-3.434488,9.53687,sad
24.233826,45.57206,sad
43.44848,-35.194244,sad
55.682552,-10.562632,sad
53.123055,-28.222666,sad
38.467037,-4.2780275,sad
14.684713,7.3468237,sad
51.306026,27.738266,sad
14.194057,26.979435,sad
49.833202,30.86609,sad
48.247242,-19.368593,sad
-64.43835,18.151213,sad
34.90798,-15.931821,sad
31.149933,-27.55774,sad
8.313976,17.001616,sad
46.922306,30.987616,sad
26.354305,-18.639845,sad
29.011967,21.031727,sad
-1.1854908,-54.228386,sad
17.437834,12.09037,sad
35.534714,-26.67508,sad
-21.245884,-19.747095,sad
0.40295425,22.339895,sad
5.281332,32.333416,sad
8.510444,24.803505,sad
27.176891,5.913076,sad
0.21119203,10.5390835,sad
-15.715337,47.00094,sad
33.68461,4.953713,sad
15.92055,11.880852,sad
33.766754,21.276985,sad
17.556477,-20.49985,sad
44.047947,-9.013965,sad
44.20551,-31.16036,sad
11.199332,-27.01812,sad
-61.161366,14.6774845,sad
37.21329,-4.0918365,sad
14.350496,0.90466344,sad
38.39661,5.2091894,sad
-35.893127,-14.417591,sad
4.5369735,34.124702,sad
16.744581,-31.030489,sad
-10.931633,32.9393,sad
3.2503517,36.200237,sad
-1.9674098,-32.657745,sad
-45.097694,18.787796,sad
24.659447,-21.468,sad
25.395344,-21.641825,sad
38.54663,-10.842666,sad
38.060955,-11.651768,sad
7.6915584,11.34776,sad
-33.138298,8.400444,sad
-8.97597,6.2023025,sad
2.7621922,10.343719,sad
30.49232,-10.975255,sad
-31.096703,-14.204075,sad
28.652018,-26.815432,sad
51.115314,6.6279883,sad
27.627325,27.538311,sad
-31.749561,9.115766,sad
9.475499,-40.100445,sad
10.301401,12.511054,sad
2.6998827,-24.142286,sad
26.055098,-40.88771,sad
-32.207596,37.293697,sad
-33.54138,34.81687,sad
31.430017,19.546638,sad
33.17726,5.9056177,sad
21.309816,12.383619,sad
8.92374,15.489381,sad
12.417417,19.499678,sad
33.747513,-17.353928,sad
8.555964,-4.0948586,sad
13.328727,6.234788,sad
46.503006,13.841311,sad
47.376133,-17.898628,sad
33.82535,23.543222,sad
-10.309314,34.22993,sad
19.99221,0.83418024,sad
-29.037151,10.296345,sad
14.329321,23.922958,sad
17.902338,-32.47388,sad
21.648209,-32.649975,sad
17.280844,22.927912,sad
0.9474108,-52.714947,sad
16.342602,24.722939,sad
39.571053,-9.306638,sad
-7.0632854,37.890263,sad
36.934906,-25.51888,sad
57.988483,-18.710562,sad
25.67557,-15.9197445,sad
1.9844929,48.824398,sad
9.088513,12.939878,sad
46.05947,27.702303,sad
1.0630978,-4.401994,sad
18.445263,12.162965,sad
0.92909455,-8.182087,sad
31.685066,20.586443,sad
-4.837112,-26.85743,angry
21.433472,-6.057736,angry
-2.3442655,-23.73529,angry
-58.17345,-3.4210727,angry
-19.338448,-0.25894746,angry
-14.871998,2.8583498,angry
-28.521322,-18.78896,angry
-21.1894,14.466468,angry
-9.69196,-31.108973,angry
-13.87915,-11.5537405,angry
-29.22113,-21.012417,angry
14.311502,-22.985693,angry
18.87663,-3.5076337,angry
-17.81782,27.032326,angry
19.370794,-0.25057685,angry
-21.073486,20.250036,angry
-3.8134446,-28.539974,angry
-18.63734,13.407018,angry
19.141365,-6.023601,angry
15.818387,-19.582705,angry
11.964593,-40.140934,angry
-22.17713,20.118263,angry
-22.592175,-4.929607,angry
-13.599285,-14.314474,angry
-40.83417,27.418146,angry
-7.048389,-27.772,angry
14.245126,-19.112358,angry
-13.789745,-12.824602,angry
-8.86319,-8.521532,angry
12.272698,-17.907276,angry
46.924736,29.71338,angry
-23.78168,21.790808,angry
32.737183,-30.313921,angry
15.2882395,-6.6533,angry
41.58833,-9.099158,angry
-20.829313,-7.7534485,angry
22.934837,-24.341448,angry
15.672718,-5.331818,angry
-61.50229,16.1268,angry
10.796988,-38.38554,angry
-20.000875,24.474108,angry
-10.456379,-32.572716,angry
-6.194586,-16.105143,angry
15.087953,-3.411359,angry
2.3744318,49.640156,angry
-5.316043,-22.159307,angry
-0.50980884,-26.32414,angry
-22.742262,18.109426,angry
25.046806,-13.119446,angry
2.2092052,-31.52349,angry
-6.691437,-23.785652,angry
-63.602783,0.65450716,angry
-14.019031,-25.782085,angry
-21.460167,23.076294,angry
-9.514953,-7.6857753,angry
-7.2049437,-6.1642876,angry
-9.092213,-29.892965,angry
26.000734,-12.215255,angry
-23.942839,-5.749641,angry
-22.805197,24.346237,angry
-16.686518,19.651464,angry
-17.69558,19.74824,angry
-11.265014,-15.677914,angry
-11.089457,21.678343,angry
-10.426245,22.060606,angry
-12.451392,23.170298,angry
22.68871,-12.450283,angry
3.6409497,-31.946795,angry
-24.960207,-13.712449,angry
-5.865502,-8.081865,angry
19.163694,-12.176776,angry
17.659336,-17.071075,angry
16.911608,-8.173978,angry
-21.221918,-2.0550575,angry
39.634968,-35.37778,angry
-39.30192,12.8582325,angry
-9.322738,-16.473442,angry
23.294598,-6.093414,angry
-50.855206,11.149114,angry
-20.57682,-8.761023,angry
-5.1762824,-15.767239,angry
-23.33941,-14.962985,angry
41.436916,-34.374004,angry
-17.467993,12.330096,angry
28.280186,-11.450862,angry
18.855637,-13.740687,angry
-36.568523,35.927162,angry
9.492233,24.352642,angry
15.0521345,-1.2042124,angry
-15.038187,-15.787511,angry
-2.9012003,-30.850477,angry
-38.09446,13.674668,angry
12.692141,-3.4560611,angry
-18.970383,-7.7566133,angry
-3.5588317,-15.462922,angry
-3.8969157,-26.089,angry
2.037989,-30.024347,angry
