tSNE1,tSNE2,class
6.3599167,-13.090039,sad
7.7713695,-30.009773,sad
10.07539,-23.07595,sad
5.141005,-16.424334,sad
4.9908285,27.616987,sad
18.44572,-12.978432,sad
-16.787903,-6.871286,sad
-8.048993,-15.459579,sad
7.449513,14.311767,sad
18.905458,-7.945079,sad
11.798622,-27.140854,sad
24.742655,7.403246,sad
20.67953,-6.982201,sad
-3.404552,-9.658714,sad
-12.193915,24.6585,sad
6.0069723,-7.5196548,sad
5.8944416,-7.7313604,sad
15.715564,-16.150225,sad
15.8625145,-16.753283,sad
-12.674694,-9.738337,sad
-15.138036,22.681925,sad
1.8519874,19.8151,sad
-14.302848,-17.463242,sad
-0.1660407,-18.220379,sad
8.711099,13.304098,sad
10.930271,-11.68607,sad
-17.18313,-21.649416,sad
-27.57116,-12.628476,sad
-16.274136,22.358849,sad
-12.407337,-26.547865,sad
-15.286591,-9.44355,sad
-0.65172017,-7.309562,sad
20.446182,-24.50045,sad
-32.195988,-12.391876,sad
-1.1410745,35.654224,sad
-24.457018,-12.669007,sad
-11.56157,-16.578264,sad
-19.858181,-13.2721405,sad
-9.44671,12.608746,sad
9.326905,-6.4081373,sad
19.556623,-19.143826,sad
-17.476896,0.18237947,sad
-16.955908,-11.024063,sad
-21.059439,-20.287193,sad
7.352593,-25.523447,sad
-22.865986,-16.196682,sad
23.866833,6.640032,sad
-12.658571,-0.04351478,sad
-18.452387,20.891174,sad
11.373977,-5.077528,sad
13.035039,-26.396692,sad
15.789298,-26.722502,sad
11.831583,-8.46594,sad
-31.34907,-4.7286353,sad
11.627482,-6.500499,sad
15.598552,-14.667225,sad
24.171787,3.776211,sad
2.9187992,-20.184834,sad
-3.6177974,-27.283197,sad
4.5753345,-11.52409,sad
-15.666495,12.030744,sad
-14.273564,-9.381193,sad
-16.607363,-30.411964,sad
-27.340559,-9.283256,sad
-19.880127,-10.029343,sad
1.2111537,3.9863293,sad
-24.596281,-13.344723,sad
0.49311864,-1.1941646,angry
-6.0767727,-6.3789716,angry
1.3280473,-4.085495,angry
-10.994129,36.92076,angry
4.7498446,7.347963,angry
5.6760535,16.974884,angry
3.1485362,9.409693,angry
6.9526,4.9379,angry
2.8414052,-0.7601024,angry
-7.417318,5.0652933,angry
3.0249426,6.747723,angry
8.762686,-13.988383,angry
-6.7907014,-4.134209,angry
21.391378,14.413611,angry
-11.643046,-0.38212338,angry
16.190277,16.003756,angry
-0.8678032,-1.3147669,angry
6.4948792,8.098612,angry
-5.180282,-4.7698684,angry
7.8845444,-12.068369,angry
-11.422861,-28.684135,angry
16.219526,16.899553,angry
-3.5831857,11.000558,angry
-5.4059696,4.3521028,angry
-9.091938,24.652729,angry
3.4252906,1.8920546,angry
8.878851,-11.757723,angry
-6.520281,4.85639,angry
-0.43870297,6.150971,angry
23.451075,-8.821732,angry
-15.933828,-31.909725,angry
17.435448,15.205148,angry
9.493758,-16.815632,angry
-6.108927,-1.3448665,angry
14.009747,-14.1975765,angry
-4.625065,9.646385,angry
1.9075774,-7.0551224,angry
-7.019477,-1.552152,angry
4.8152394,28.928272,angry
-10.864225,-27.224524,angry
19.82216,16.165016,angry
3.2914138,-1.891236,angry
5.9144464,0.32094836,angry
-8.61014,-1.6805011,angry
-15.530493,12.7195835,angry
3.3602297,-4.5891747,angry
-1.2875804,-5.5875287,angry
15.604997,18.618628,angry
2.1500714,-14.211856,angry
-3.1307664,-4.78805,angry
-0.43161246,0.42056888,angry
-12.702481,31.02766,angry
-9.608984,8.060485,angry
18.211552,16.849075,angry
-0.15573163,7.085533,angry
-1.9537416,7.378739,angry
2.397219,0.40261823,angry
1.0622984,-14.705534,angry
-4.2835903,11.928517,angry
18.583899,18.03552,angry
16.188034,12.639583,angry
16.11447,13.393111,angry
-3.5955403,3.4312656,angry
26.082798,17.06353,angry
26.216936,16.837572,angry
24.488895,17.199461,angry
3.4301138,-13.771077,angry
-3.04994,-3.730977,angry
8.14923,10.130525,angry
-2.1705716,5.403024,angry
0.0036653015,-11.157855,angry
1.5711766,-11.803076,angry
-5.957439,0.58362466,angry
4.9995513,5.198346,angry
11.7792,-18.552555,angry
-10.364979,18.924364,angry
-2.188877,2.5434358,angry
-6.3946433,-7.9812374,angry
1.7878914,36.931114,angry
-4.8041887,8.851826,angry
6.5423055,-0.41673985,angry
9.849208,11.440655,angry
11.045152,-19.919569,angry
7.2647953,7.2118692,angry
0.2045134,-16.366405,angry
-0.38325477,-12.4522,angry
-2.948545,34.468742,angry
13.683136,-3.8667324,angry
-9.902902,-1.0307102,angry
-6.3777404,2.639321,angry
-3.008404,-8.480884,angry
-10.41229,20.096825,angry
-8.870094,-3.574021,angry
-6.0399857,9.775561,angry
7.288146,-1.3478175,angry
0.7090515,-2.1001084,angry
-1.8339357,-3.1342142,angry
