class_a,class_b,feature,pairwise_fisher_distance,cohens_d,cohens_d_abs
angry,happy,_MFCC_Mean_4,0.05855103763047186,0.34222323240275443,0.34222323240275443
happy,relax,_Spectralspread_Mean,0.05742124725086574,0.3388011217672689,0.3388011217672689
angry,happy,_Chromagram_Mean_5,0.056714628668461296,-0.33671074036119564,0.33671074036119564
relax,sad,_MFCC_Mean_1,0.056565015046899265,0.33643628592432245,0.33643628592432245
angry,relax,_Lowenergy_Mean,0.056510286940876106,-0.3361853266898899,0.3361853266898899
happy,sad,_Chromagram_Mean_10,0.055990404305495005,0.33436902047381506,0.33436902047381506
happy,sad,_MFCC_Mean_9,0.055469649214015156,-0.33257649499042785,0.33257649499042785
angry,sad,_MFCC_Mean_13,0.05265880531442143,0.32405317796144956,0.32405317796144956
happy,relax,_Tempo_Mean,0.05051689341845627,0.31769018840997887,0.31769018840997887
relax,sad,_Chromagram_Mean_9,0.0486264149835823,-0.3118156504861272,0.3118156504861272
happy,sad,_HarmonicChangeDetectionFunction_Mean,0.047133265018193045,0.30675523853683107,0.30675523853683107
angry,sad,_Spectralskewness_Mean,0.04602088032505485,-0.30330203781347814,0.30330203781347814
angry,sad,_Chromagram_Mean_9,0.04430245932298574,-0.2975416267629291,0.2975416267629291
relax,sad,_Spectralspread_Mean,0.043760565544727785,0.29587034666600226,0.29587034666600226
relax,sad,_Chromagram_Mean_11,0.043405340531747834,-0.29465006250113374,0.29465006250113374
relax,sad,_HarmonicChangeDetectionFunction_Slope,0.04011116223567805,0.2832630062973596,0.2832630062973596
angry,relax,_Chromagram_Mean_8,0.038970660712068,-0.2791797296080378,0.2791797296080378
angry,sad,_Spectralkurtosis_Mean,0.03762012738292876,-0.27418612648196766,0.27418612648196766
happy,sad,_MFCC_Mean_3,0.03721763237040028,-0.2725716530007285,0.2725716530007285
happy,sad,_MFCC_Mean_6,0.03660758457401061,-0.2701836833539844,0.2701836833539844
angry,sad,_Chromagram_Mean_10,0.03587105785408618,0.267851013526489,0.267851013526489
relax,sad,_Chromagram_Mean_3,0.035581122119609,0.2668270825364647,0.2668270825364647
angry,sad,_MFCC_Mean_6,0.03531888493587581,0.2654762048405306,0.2654762048405306
relax,sad,_MFCC_Mean_13,0.03503241746497901,0.26469741339204106,0.26469741339204106
relax,sad,_MFCC_Mean_5,0.03488485287949556,0.26420550468922566,0.26420550468922566
angry,happy,_Roughness_Slope,0.03448712215659153,-0.2625713464377556,0.2625713464377556
relax,sad,_MFCC_Mean_3,0.033899201539874566,0.2604030127178,0.2604030127178
angry,relax,_MFCC_Mean_3,0.03300240147792013,0.25691399914317686,0.25691399914317686
relax,sad,_AttackTime_Slope,0.03200684392713491,-0.2531398720753421,0.2531398720753421
relax,sad,_Chromagram_Mean_4,0.03172590611311744,-0.2517908501435103,0.2517908501435103
happy,relax,_Chromagram_Mean_8,0.03135765134771889,0.25035222760328085,0.25035222760328085
happy,relax,_MFCC_Mean_5,0.030931384274683595,-0.24847138812065092,0.24847138812065092
angry,happy,_Lowenergy_Mean,0.029865352700835488,-0.24431882489139153,0.24431882489139153
angry,happy,_HarmonicChangeDetectionFunction_Slope,0.028900013165203648,0.2402385581047821,0.2402385581047821
angry,sad,_MFCC_Mean_7,0.028435580103050726,0.23826273690807753,0.23826273690807753
angry,sad,_Spectralspread_Mean,0.02807789789012055,0.23689962452885124,0.23689962452885124
angry,sad,_Roughness_Slope,0.027743238168794326,-0.23547176173574025,0.23547176173574025
happy,sad,_Fluctuation_Mean,0.027446385944864378,0.23430911295212828,0.23430911295212828
angry,happy,_AttackTime_Slope,0.02741952476638127,-0.23399503186383003,0.23399503186383003
relax,sad,_HarmonicChangeDetectionFunction_PeriodFreq,0.026286861284804484,-0.22940916459005126,0.22940916459005126
happy,sad,_Spectralflatness_Mean,0.026221192757967752,0.22908517742518916,0.22908517742518916
happy,relax,_MFCC_Mean_11,0.026219139310168282,0.22886810755799558,0.22886810755799558
angry,sad,_Rolloff_Mean,0.026204685760260322,0.22896515897163644,0.22896515897163644
happy,relax,_Spectralflatness_Mean,0.026188857441445796,0.22900844826215028,0.22900844826215028
happy,sad,_Lowenergy_Mean,0.02587183823384312,-0.22750606050699043,0.22750606050699043
angry,sad,_MFCC_Mean_11,0.025839039997793366,0.22703938148121153,0.22703938148121153
relax,sad,_Chromagram_Mean_10,0.025471023018140013,0.22573285382500013,0.22573285382500013
angry,sad,_MFCC_Mean_5,0.025407017712092583,0.22526575716555242,0.22526575716555242
happy,sad,_Chromagram_Mean_5,0.024332305402445197,0.22056097972764133,0.22056097972764133
relax,sad,_Chromagram_Mean_8,0.02417305548259987,-0.2198166385307762,0.2198166385307762
angry,happy,_HarmonicChangeDetectionFunction_PeriodAmp,0.023734394730629386,-0.21750381784719566,0.21750381784719566
relax,sad,_Rolloff_Mean,0.02356717935179689,0.21727847132620523,0.21727847132620523
angry,sad,_Chromagram_Mean_12,0.02309128808709082,-0.21484342030882195,0.21484342030882195
angry,relax,_MFCC_Mean_9,0.02275569562949524,0.21333398992874672,0.21333398992874672
angry,relax,_Spectralskewness_Mean,0.02216842428435258,-0.2105631700194527,0.2105631700194527
angry,relax,_HarmonicChangeDetectionFunction_PeriodEntropy,0.021725982729005246,0.20845135033851392,0.20845135033851392
angry,happy,_MFCC_Mean_5,0.021550389676946648,0.2075854961019794,0.2075854961019794
happy,sad,_Chromagram_Mean_4,0.021452038347287303,0.20699699119475024,0.20699699119475024
angry,relax,_Chromagram_Mean_5,0.02072602273797647,-0.20359775410326367,0.20359775410326367
relax,sad,_MFCC_Mean_9,0.020469944325044676,-0.2022861163661214,0.2022861163661214
angry,happy,_Spectralflatness_Mean,0.01973796550911427,-0.19879115874726788,0.19879115874726788
angry,happy,_Eventdensity_Mean,0.018889130916544507,-0.1941569176342828,0.1941569176342828
happy,sad,_MFCC_Mean_13,0.018235150652500916,0.19076953150687206,0.19076953150687206
happy,sad,_HarmonicChangeDetectionFunction_Slope,0.017878875118312387,-0.18902750308262495,0.18902750308262495
relax,sad,_Chromagram_Mean_12,0.01714648784334714,0.18517872084657366,0.18517872084657366
happy,relax,_Fluctuation_Mean,0.017139502923833306,-0.18510167558522708,0.18510167558522708
relax,sad,_MFCC_Mean_6,0.016818664231059446,0.18341567799874886,0.18341567799874886
relax,sad,_HarmonicChangeDetectionFunction_PeriodEntropy,0.016312465342078492,-0.18070404149651237,0.18070404149651237
angry,happy,_MFCC_Mean_11,0.01629220672440332,-0.18062897403255862,0.18062897403255862
angry,relax,_HarmonicChangeDetectionFunction_Slope,0.016289789003671586,-0.18049813851476906,0.18049813851476906
angry,relax,_Chromagram_Mean_1,0.015205630835735822,-0.17438824980894208,0.17438824980894208
happy,relax,_Chromagram_Mean_7,0.015205021704472287,0.17435541076107627,0.17435541076107627
angry,sad,_Chromagram_Mean_2,0.014864431379426958,-0.1723442063506526,0.1723442063506526
angry,sad,_Brightness_Mean,0.014225917029076445,0.1686814169572636,0.1686814169572636
angry,relax,_Chromagram_Mean_2,0.014142697402100139,-0.16818262337160833,0.16818262337160833
angry,sad,_Chromagram_Mean_11,0.012895216456891198,-0.1605255512938326,0.1605255512938326
angry,relax,_Chromagram_Mean_11,0.01257234291203209,0.15857075967537354,0.15857075967537354
angry,happy,_Tempo_Mean,0.012062433870397316,0.15528634222463303,0.15528634222463303
angry,sad,_MFCC_Mean_2,0.011904349330456586,0.1540821968110392,0.1540821968110392
happy,sad,_Chromagram_Mean_6,0.011538900360242712,0.15193859360717685,0.15193859360717685
angry,relax,_Spectralcentroid_Mean,0.01113694875445689,0.14924442203606908,0.14924442203606908
angry,sad,_Spectralcentroid_Mean,0.01097149285321643,0.14818099850122793,0.14818099850122793
angry,sad,_Chromagram_Mean_4,0.01071535541813566,-0.14633205177065448,0.14633205177065448
happy,relax,_Chromagram_Mean_12,0.010642064563981531,0.14580297017635854,0.14580297017635854
angry,sad,_AttackTime_Slope,0.010463410728193234,0.14464495180576278,0.14464495180576278
happy,sad,_MFCC_Mean_2,0.010211566086763378,-0.14263345289723534,0.14263345289723534
angry,happy,_MFCC_Mean_8,0.010093028822514944,-0.14216781165899434,0.14216781165899434
relax,sad,_Chromagram_Mean_7,0.009716005872737915,-0.13938802520968932,0.13938802520968932
angry,relax,_MFCC_Mean_8,0.009534961404912414,-0.1380938912834157,0.1380938912834157
angry,happy,_RMSenergy_Mean,0.009160726195674925,0.1353273076088394,0.1353273076088394
angry,happy,_MFCC_Mean_12,0.00820950298323466,-0.12822299402570203,0.12822299402570203
angry,relax,_Spectralkurtosis_Mean,0.008102636283500326,-0.12729993152777988,0.12729993152777988
happy,sad,_MFCC_Mean_10,0.007983419097526055,0.1261502800984487,0.1261502800984487
angry,happy,_MFCC_Mean_13,0.00776192290320191,0.1247278649930604,0.1247278649930604
angry,sad,_Chromagram_Mean_5,0.00732364965579197,-0.12104440715317592,0.12104440715317592
happy,relax,_MFCC_Mean_9,0.007272641051406327,-0.12054123002181014,0.12054123002181014
relax,sad,_MFCC_Mean_11,0.0069329397213183114,0.11773196385073838,0.11773196385073838
relax,sad,_Chromagram_Mean_1,0.0067732625981930085,0.11642524971883134,0.11642524971883134
angry,relax,_Chromagram_Mean_4,0.00659810512180576,0.11487475894900037,0.11487475894900037
relax,sad,_HarmonicChangeDetectionFunction_Mean,0.006590433045013169,-0.11483918897429984,0.11483918897429984
relax,sad,_Lowenergy_Mean,0.006458658344011998,-0.11368111707036309,0.11368111707036309
angry,relax,_MFCC_Mean_12,0.006413792765337291,-0.11325893135049149,0.11325893135049149
happy,relax,_Chromagram_Mean_5,0.00633132352623195,0.11248230333900554,0.11248230333900554
relax,sad,_Spectralkurtosis_Mean,0.006239637892289249,-0.11176095493112664,0.11176095493112664
angry,relax,_Chromagram_Mean_3,0.005701412427405966,0.10678401029553143,0.10678401029553143
angry,sad,_EntropyofSpectrum_Mean,0.005643578906890731,0.10626038025398114,0.10626038025398114
happy,relax,_Lowenergy_Mean,0.005513425910044175,-0.10499163547625813,0.10499163547625813
happy,relax,_MFCC_Mean_13,0.00494320863737886,-0.09937751933851122,0.09937751933851122
angry,sad,_MFCC_Mean_8,0.004825404740471954,-0.09813454141633404,0.09813454141633404
angry,relax,_MFCC_Mean_11,0.004327866276863264,0.09303618948405483,0.09303618948405483
relax,sad,_Chromagram_Mean_5,0.004256020807824469,0.0922901090799052,0.0922901090799052
happy,sad,_Chromagram_Mean_9,0.004154191103701207,0.09107632473102303,0.09107632473102303
angry,happy,_HarmonicChangeDetectionFunction_PeriodFreq,0.004146420849904284,0.09101317220937012,0.09101317220937012
happy,sad,_MFCC_Mean_4,0.004070478918636374,0.09010957512463205,0.09010957512463205
angry,sad,_MFCC_Mean_10,0.003938413735409995,0.08861761399515586,0.08861761399515586
happy,relax,_Chromagram_Mean_10,0.0034810919748210077,0.08339567723149723,0.08339567723149723
happy,relax,_MFCC_Mean_7,0.003343914514991943,-0.08173335541784879,0.08173335541784879
angry,relax,_MFCC_Mean_5,0.003331836615346218,-0.08163132505774179,0.08163132505774179
angry,relax,_Spectralspread_Mean,0.0032364965908314716,-0.08045491396834069,0.08045491396834069
happy,sad,_Tempo_Mean,0.002791078368502318,-0.07462742788364135,0.07462742788364135
happy,sad,_MFCC_Mean_12,0.002623762878207468,0.0724001004800725,0.0724001004800725
angry,sad,_HarmonicChangeDetectionFunction_Slope,0.0026163737154793567,0.07237831137932002,0.07237831137932002
relax,sad,_MFCC_Mean_12,0.0022837081164387013,0.0676036092503365,0.0676036092503365
angry,sad,_Tempo_Mean,0.0021932164941875394,0.06620651707395667,0.06620651707395667
angry,happy,_Chromagram_Mean_3,0.0020632692570242053,0.06416854408374964,0.06416854408374964
angry,sad,_Chromagram_Mean_1,0.002058661114072273,-0.064174070145859,0.064174070145859
angry,happy,_MFCC_Mean_10,0.0020014410245093642,-0.06332218477845912,0.06332218477845912
happy,relax,_MFCC_Mean_10,0.001957439271824,0.06252433431053404,0.06252433431053404
happy,relax,_Chromagram_Mean_3,0.0017473442371884257,0.05907991426380083,0.05907991426380083
relax,sad,_MFCC_Mean_10,0.0017254950867153398,0.058737384432976554,0.058737384432976554
happy,sad,_MFCC_Mean_5,0.001325903665960193,0.05141522836081731,0.05141522836081731
relax,sad,_Spectralskewness_Mean,0.0012774404824590169,-0.05057600097969406,0.05057600097969406
relax,sad,_RMSenergy_Mean,0.0011217806838123233,0.04735200967430585,0.04735200967430585
angry,happy,_Chromagram_Mean_10,0.001061937478145823,-0.04606642422154059,0.04606642422154059
angry,sad,_Spectralflatness_Mean,0.0010618058202408695,0.04606643002643401,0.04606643002643401
relax,sad,_Pulseclarity_Mean,0.0009201261653667777,-0.04290301473614,0.04290301473614
angry,relax,_MFCC_Mean_6,0.0009045879865915725,0.042534409284488386,0.042534409284488386
relax,sad,_AttackTime_Mean,0.0007945291240683673,-0.0398706409294875,0.0398706409294875
angry,sad,_MFCC_Mean_12,0.0007781700318879116,-0.03941446140581916,0.03941446140581916
angry,sad,_MFCC_Mean_9,0.0007201469011254907,-0.03790203770946321,0.03790203770946321
relax,sad,_MFCC_Mean_8,0.0006590958653879055,0.03631083542365301,0.03631083542365301
angry,relax,_Chromagram_Mean_10,0.0006462403525697016,0.035951087676696636,0.035951087676696636
angry,relax,_Chromagram_Mean_6,0.0005984877215911772,0.03459733289113961,0.03459733289113961
angry,relax,_Chromagram_Mean_9,0.0004971360002343728,0.03153207891128069,0.03153207891128069
angry,relax,_Spectralflatness_Mean,0.0004535465164508581,0.03011798520652178,0.03011798520652178
angry,sad,_HarmonicChangeDetectionFunction_PeriodEntropy,0.00045331667049406434,0.030109898625268715,0.030109898625268715
happy,sad,_Chromagram_Mean_7,0.00039026703511002195,0.027924397387857448,0.027924397387857448
happy,sad,_MFCC_Mean_8,0.0003112698813389932,0.02492668276192219,0.02492668276192219
angry,relax,_Rolloff_Mean,0.00021270663809028336,-0.020625549112204156,0.020625549112204156
relax,sad,_Spectralflatness_Mean,0.00018105635670840034,0.01902045389726197,0.01902045389726197
angry,relax,_MFCC_Mean_10,0.0001499198219063869,0.017315878372531544,0.017315878372531544
relax,sad,_Spectralcentroid_Mean,0.00014204368022887576,-0.016864175554594758,0.016864175554594758
happy,relax,_MFCC_Mean_8,0.00011321363734651438,-0.015038628692159332,0.015038628692159332
angry,happy,_Roughness_Mean,3.662385218835334e-05,0.008556380131027325,0.008556380131027325
angry,relax,_MFCC_Mean_13,2.1175368043438048e-05,-0.0065077443163364754,0.0065077443163364754
