,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
_MFCC_Mean_7,-0.06248589045903687,-0.01834992349930445,-0.2027729507521594,0.1136400654856561,-0.05766629719501667,0.04582546792557414,0.06272904611948552,0.03475463476216248,0.08619196725197065,0.22234066233185418,1.0,0.19857052250365553,0.15221788593178348,-0.11007342098500648,-0.16178466731346092,-0.055159551859319124,-0.09062520420245629,-0.05228994476676093,-0.09360273918944238,-0.15139056980932067,-0.05518166149075603,-0.03992242484756086,-0.12329269126171427,0.0038743653816714087,-0.0481602544088358,-0.082703421106243,-0.1340572912978914,-0.12333441877719392,0.06369906344696548,0.08136532967900377,-0.09191459682683599,-0.12871934259245693,-0.082454451412562,-0.11787209585331394,-0.08923169209985776,-0.0342969382303459,-0.057438489256039706,-0.07132108648838575,-0.16733392463051994,-0.025985154921245465,0.07256037253570004,0.07005878210473067,-0.03881315096738956,-0.11415049471694583,-0.15877341085449004,-0.13215077381244683,-0.0007345049038265758,-0.06825100477202517,0.031958475956396996,0.04605910458110198
_MFCC_Mean_8,-0.030883647484646178,0.012536079577666915,-1.7733916212949562e-05,0.07694521559151356,0.00029051748709956414,0.0326299911388057,0.012794546918580795,-0.0795598450014033,0.0012662923393536888,0.09579879473340565,0.19857052250365553,1.0,0.28042611630161385,0.15264218087498166,-0.12861524910065558,-0.03702558131890198,-0.12365949155265528,-0.02954322015472305,-0.04970333205592496,-0.009773234263424654,0.05170646645705004,-0.04962202850553699,0.10214529935857848,-0.0656179758279862,0.02122289475987442,0.03790596410565509,0.08402745063607489,0.12652605492112293,-0.07449999733970618,-0.09291379335354069,0.13103411988823108,0.04043412936640438,-0.12588453932035168,-0.08238142030148575,-0.04077397027772464,-0.03501516015937502,-0.10145210234192736,0.03129373973331921,0.11763636150244243,0.10110860243358565,0.11516215460239908,0.02091870028194834,-0.028104277589469675,-0.10909235167851296,-0.06194967801789755,-0.0573980727358024,-0.08052082958030088,0.0007863985831681942,-0.016474551554797354,-0.0026080108132815164
_MFCC_Mean_9,-0.05287056117137789,0.13884341763134783,-0.0178350419701441,0.1028211343934943,0.013092020737511636,0.1082247182240059,-0.02370421810591695,0.01816026633862826,-0.03819353960756778,-0.03786525048526541,0.15221788593178348,0.28042611630161385,1.0,0.2847909373889773,0.13238842055750627,0.018796672246486068,-0.00971777707254519,-0.04158026661388635,0.034974174822407465,-0.10828318227516562,0.031325051350023794,-0.09063445719950862,-0.09298852167438429,-0.08517019637315829,-0.010146978294447502,-0.1085564476981975,-0.08439596976084218,-0.05012643447812386,0.06514666053787549,0.05970672822197337,0.005223562069879457,-0.11434873871755885,-0.0691908307514739,-0.06088337292905796,-0.06566282236741741,0.013089402687935254,-0.05600505143841219,0.02020627235113478,-0.0694140699102119,0.008955836863765478,0.026298826630657253,-0.00038141526973598346,0.03886644628484216,-0.1407846838423807,-0.09736368363019336,2.871126734231185e-05,0.0842099519499787,-0.06976799610880942,-0.06904778080865867,-0.018223429247199576
_MFCC_Mean_10,-0.008726216595915564,0.05505773003327522,0.08914509178318714,0.09152614128799096,-0.06040321610368739,0.05519228440284511,0.015467232599602618,-0.016676874319307106,0.048813438336481205,-0.017892966600051845,-0.11007342098500648,0.15264218087498166,0.2847909373889773,1.0,0.307089423056602,0.13237220750701878,0.050184253227223176,0.008126500661885593,0.0024395708273273644,0.02270128181068998,0.07238385930828453,-0.0011459301351194042,0.04459693740641968,-0.06684258158412038,0.03875765511256956,0.0289356653752893,0.04569045896216544,0.04459333398127203,-0.08282760807416874,-0.09309480343916782,0.016426653577402226,0.02194079918387068,-0.025982391349062953,-0.03537174620779231,0.07065648990131845,0.13341059461529897,0.042672522441525744,0.04581024989852664,-0.024064472982066636,0.09696240886838173,-0.007362430248419712,-0.02403024384034996,-0.007255121032956464,-0.08536634239657387,-0.03874521247386015,0.025307743652740414,0.03563536016214244,-0.03765003107538853,-0.045129793435893246,0.025610376311392055
_MFCC_Mean_11,0.02929852629755911,-0.05421018542810904,-0.030254252238228294,0.07163697220606922,-0.1671514776182906,0.12794192655937767,-0.08613089276406764,-0.004876588806264967,0.09507939088013201,-0.05246093993646033,-0.16178466731346092,-0.12861524910065558,0.13238842055750627,0.307089423056602,1.0,0.41133945978145703,0.34089721007102136,0.05394504802574248,0.10292099080398262,0.07536043007294578,-0.07468988699035177,-0.014318821273286935,0.11076051156057272,0.08449739118598788,0.12217061554154844,0.08563927419345303,0.11390145752296536,0.11164626611277739,-0.12097512385386042,-0.11844907030782442,0.08257618437061225,0.09475924125354189,0.17466069279189894,0.02118653587324504,0.060810877026363834,0.0316672750584048,0.04741906937332193,-0.04190201182467638,-0.14798955894556556,-0.04843269235826495,-0.011558165777284165,0.035037672013869856,0.06865562066845345,0.06248578186249867,-0.002224236735717335,-0.051054337907596836,-0.0495179568867312,-0.004878757766441653,0.09147978876773952,0.07898168680865927
_MFCC_Mean_12,-0.028544675144834393,0.05544157816836598,0.05342434146081183,0.01657960400692302,0.004325662073311089,0.03006704216914304,0.003881664562884893,-0.013815832602377714,-0.06637769433563155,-0.11084418714095823,-0.055159551859319124,-0.03702558131890198,0.018796672246486068,0.13237220750701878,0.41133945978145703,1.0,0.485093075140734,-0.02179014206128249,-0.00619768777599628,0.00031301142654109647,0.09579140405321449,0.018054454822052368,0.010764863906280052,-0.04989203695815172,0.00243257008825781,0.009212087308668621,0.01177441436661841,0.025805692838670822,0.006770594150302832,0.012445173819434142,0.0432383929816717,-0.011630679510835963,0.15851601318267663,-0.00412777202686141,-0.048672458248742924,0.01226288084188239,0.03403656491898249,-0.03942937357988974,-0.14956318243095773,-0.05745580907747431,-0.06315530531533296,0.0014401863734639319,0.04229973482992521,0.09843016433525519,0.08034286193176607,0.06283399490125294,0.018654603949579324,-0.020080985299044965,-0.001061362535639265,0.06732737986642562
_MFCC_Mean_13,-0.0467663261623358,0.10312877196063631,-0.04157932572506626,0.059636074327471145,0.0380378161384841,0.12008257411314488,0.021277238752372803,-0.02954623175671362,0.047730121225574955,-0.04943617433512635,-0.09062520420245629,-0.12365949155265528,-0.00971777707254519,0.050184253227223176,0.34089721007102136,0.485093075140734,1.0,-0.030118402681685513,0.05063087968772788,-0.07947154002388053,0.03338656424790303,0.0023498496194088365,-0.06890548395599795,0.012546230579236107,0.07120486606910773,-0.10536276630358835,-0.08109536136944243,-0.06481658100558754,0.087961118631949,0.08393806720870865,-0.009128748697061723,-0.1215359761282903,0.10894828629460981,-0.06558080028256438,-0.031844679941029415,-0.05737079254024588,-0.05530951608143612,-0.13173429735802109,-0.18546844956790953,-0.03842624185288152,-0.10241065020423072,0.060962841293136574,0.03280444593654594,0.13164199030925666,-0.04653202379585743,0.021134642830451092,0.004712798887177787,0.04699984133706073,0.004333636369867492,0.1274033237914043
_Roughness_Mean,0.8927434442881569,-0.31053780612076354,-0.20115801543818673,0.017816437827802855,-0.2520733141108506,-0.06283859898471574,0.042406586934716134,-0.04754655074436838,-0.04148003215927043,-0.04796181087553934,-0.05228994476676093,-0.02954322015472305,-0.04158026661388635,0.008126500661885593,0.05394504802574248,-0.02179014206128249,-0.030118402681685513,1.0,-0.09576240673054649,0.16929404793380462,-0.4723121061704133,0.07505318836401824,0.18997324585230482,0.4995321595564483,0.2647681539382506,0.23022463507622842,0.20765353367710832,0.1804565718881485,-0.20596829736868558,-0.20494422697125347,0.09555094279716922,0.260613109895505,0.0596760227523295,0.037099959326783796,0.08783564663512167,0.1036247793444001,0.05970394837566456,0.0006373882780046757,-0.06695409630583449,-0.019411715745194826,0.07109959004019877,0.09507976793494984,0.13396844398436794,0.06230644527746422,-0.02098123650762653,-0.4041467201889749,-0.0937756544600404,0.14870327221557234,0.408998484770106,-0.011786789642403506
_Roughness_Slope,-0.11038321677075333,0.07112935555271123,0.06522569285816768,0.04890253734111711,0.09178149444212896,0.11262048875568687,-0.03373833512235865,0.07206936672584627,0.004932879065485673,-0.004849475740799925,-0.09360273918944238,-0.04970333205592496,0.034974174822407465,0.0024395708273273644,0.10292099080398262,-0.00619768777599628,0.05063087968772788,-0.09576240673054649,1.0,-0.05149542223085742,0.03859512645066462,-0.44781594464337404,0.015543833534996662,-0.1899750819744005,-0.1191744828304978,-0.06639837521136839,-0.009886743440695718,0.02953798993633782,-0.007317033344036317,-0.027785719110537094,-0.017740361615071348,-0.02373351015854218,-0.033527266957711716,-0.006151792254528088,-0.002795291932261848,-0.060051484993949356,0.10379160382827571,-0.03084787567199071,0.0553076930448706,-0.021713796863330945,-0.07556779809650417,0.021242610384598702,-0.04262973311329209,0.09465971062502136,0.10699442647132583,0.22114102439376596,0.09415540938080158,-0.0904647435650548,-0.1671795860500591,0.027305641652928137
_Zero-crossingrate_Mean,0.01921321364395358,-0.0043989581503135694,0.04153027770751901,0.0020346811697770297,-0.6890856970332587,-0.26889587281363375,-0.3086940413770626,-0.2650972019680509,-0.10087299724614106,-0.24809380633459202,-0.15139056980932067,-0.009773234263424654,-0.10828318227516562,0.02270128181068998,0.07536043007294578,0.00031301142654109647,-0.07947154002388053,0.16929404793380462,-0.05149542223085742,1.0,-0.035449308522873986,0.09042875873377479,0.5310482565771725,0.33818421686176425,0.4392553613868791,0.8474632027106858,0.6989320103573619,0.32808269684056196,-0.6285463326845497,-0.5471953503893989,0.22518055221807257,0.7988945177399023,0.1621911510942995,0.19669336068468132,0.056060392105884746,0.19760280202599442,0.11518502711401435,0.21145623340376554,0.20433174538883486,0.11358387124096453,0.19180892000833863,0.04397349437274084,0.22307514371482656,0.1709994957432377,0.22861760117276925,-0.1893220044181209,-0.06553619777949503,0.08238161921220301,0.3527452647280842,0.07996954253124051
_AttackTime_Mean,-0.42131695409569253,0.44302354240603553,0.3409757935096461,-0.0772706949764766,0.2068582744312816,0.058641986286030234,-0.08758236769613234,-0.11878910906206099,-0.1570175334777357,-0.16141526786580282,-0.05518166149075603,0.05170646645705004,0.031325051350023794,0.07238385930828453,-0.07468988699035177,0.09579140405321449,0.03338656424790303,-0.4723121061704133,0.03859512645066462,-0.035449308522873986,1.0,-0.14168521899668893,-0.08795508735972284,-0.6334304737465216,-0.23795467059970607,-0.10973415918575619,-0.084040768373898,-0.0948533825947896,0.13620618018294472,0.14023043068885568,0.00014151537408623705,-0.1549361743612404,-0.0469115541374744,-0.05562694001065013,-0.1534724237656943,-0.008778236204388277,-0.028991944084197408,0.046104522208569636,0.10131297590095094,0.053462910400285224,-0.018393208973640246,-0.1003137500809126,-0.05020892269770751,-0.06928824350750773,0.0736708293928755,0.49939907484722673,0.1509769633007678,-0.15439813620371023,-0.5008893053900333,-0.12254950253823212
_AttackTime_Slope,0.09586595866409635,-0.05560968061182224,-0.06324201749865783,-0.16464502505667977,-0.006813321617934023,-0.19620611019664141,-0.024028682954923112,-0.01547951021980422,0.05833126823219523,0.028886253273053282,-0.03992242484756086,-0.04962202850553699,-0.09063445719950862,-0.0011459301351194042,-0.014318821273286935,0.018054454822052368,0.0023498496194088365,0.07505318836401824,-0.44781594464337404,0.09042875873377479,-0.14168521899668893,1.0,-0.08481088774011435,0.1246478723630737,0.07986175155490792,0.01565557424746392,-0.05548456280162104,-0.12598846549303477,0.03769354823949323,0.051662099819134805,-0.09584706238577967,-0.011355816757886043,0.2144767721209748,0.10057295625819786,0.08550205949237126,0.06789541662460907,0.001100261626583487,0.059418188094575976,-0.023755558916332326,0.006445481617621909,0.04062182790706976,-0.043961547956944964,0.1002773699333348,0.07817863123383928,0.02377129822312177,-0.09938240660149694,-0.11410915352809849,0.09262437478879107,0.11370726720797386,0.014069377330157463
_Rolloff_Mean,0.16830898339652944,0.054261890573159666,0.16255596525209995,0.07223828495422711,-0.6209046712659309,0.2995587040288216,-0.2628409906375331,0.12571389638571406,-0.011426821330523432,0.0057008851857335485,-0.12329269126171427,0.10214529935857848,-0.09298852167438429,0.04459693740641968,0.11076051156057272,0.010764863906280052,-0.06890548395599795,0.18997324585230482,0.015543833534996662,0.5310482565771725,-0.08795508735972284,-0.08481088774011435,1.0,0.22099937291555238,0.3046355520993988,0.7309941548400579,0.9582498748902967,0.9195648530279399,-0.8855312961803389,-0.891290385008233,0.7164811053039389,0.8167870161552757,0.017282681411952768,0.11956691983430247,0.043841132313870185,0.044807061133044376,-0.0035101683355924706,-0.0022316555216809002,0.08920342561211418,0.09643065852125175,0.1744264899674,0.11796615316007267,0.1401897215618122,0.08504736753697645,0.11706110450731129,-0.14788732261735352,-0.0057704640976642945,0.06399195257943738,0.23455205934447937,0.04089444291352015
_Eventdensity_Mean,0.4256631048043345,-0.4848579597177744,-0.273287728738615,0.07912071426693233,-0.4517650121651091,-0.19755033226132732,-0.053556339848900326,-0.07229581134839443,0.0054202296208063355,-0.006108909856810364,0.0038743653816714087,-0.0656179758279862,-0.08517019637315829,-0.06684258158412038,0.08449739118598788,-0.04989203695815172,0.012546230579236107,0.4995321595564483,-0.1899750819744005,0.33818421686176425,-0.6334304737465216,0.1246478723630737,0.22099937291555238,1.0,0.4341697225103794,0.3986828387452992,0.2875890512553199,0.1783975123313329,-0.30968707236155046,-0.28965890833828617,0.08485612478682901,0.415823771211408,0.1360258230289736,0.11889527041859595,0.08291610936209025,0.09348533680488305,0.05691179915156462,0.08314098389407208,-0.08504046918903738,0.036270455594738876,0.11645558276167058,0.09580318253788941,0.13113303676041246,0.029319803914550656,0.016646293919102776,-0.6273712521383678,-0.10188673146308093,0.2806451781156652,0.6632354893642384,0.1393149968313384
_Pulseclarity_Mean,0.22356611415500893,0.029486794428601772,0.015755116133831584,0.09238628608662723,-0.3303033275131226,-0.057593696813134226,-0.1921905822084984,-0.04782720079973453,-0.048227952947101096,-0.07367472868945878,-0.0481602544088358,0.02122289475987442,-0.010146978294447502,0.03875765511256956,0.12217061554154844,0.00243257008825781,0.07120486606910773,0.2647681539382506,-0.1191744828304978,0.4392553613868791,-0.23795467059970607,0.07986175155490792,0.3046355520993988,0.4341697225103794,1.0,0.3528211542122804,0.3549619103926427,0.23418925461901097,-0.3220662122557127,-0.2900266277783003,0.1569591137015389,0.3749614712841337,0.1398699461134934,0.08296941479996622,0.055451535225369546,0.1282423969469455,0.057933080499588445,0.12604507854201707,-0.08745114662576976,-0.027392153125669,0.15138704420238905,0.0785476476449378,0.19073487896025482,0.03438029634290583,0.013140750413668165,-0.39549365742328696,0.015989408430528144,0.14779848745016194,0.4548722958548423,0.15011005740440278
_Brightness_Mean,0.12263825167969451,-0.06177312076860947,0.013587911977233974,0.04441603867919417,-0.904054939768204,-0.17355487853177043,-0.17325456713956286,-0.14230033739657308,-0.048240431792919085,-0.14886215927233423,-0.082703421106243,0.03790596410565509,-0.1085564476981975,0.0289356653752893,0.08563927419345303,0.009212087308668621,-0.10536276630358835,0.23022463507622842,-0.06639837521136839,0.8474632027106858,-0.10973415918575619,0.01565557424746392,0.7309941548400579,0.3986828387452992,0.3528211542122804,1.0,0.8582841104364917,0.5423637616162151,-0.8434399808089645,-0.7711943323145912,0.40007764437102245,0.9327330677215946,0.07699396138081888,0.15057333085357102,0.025700154719946886,0.08518035448364561,0.03320277923811497,0.0910611990598491,0.11508364711265939,0.08629714143059856,0.15160717889524447,0.06703598624999599,0.1739203429037489,0.09610776125670796,0.13576036267988373,-0.2818862038006746,-0.05834593871167746,0.09925272796770253,0.3865134889605189,0.05660957396638806
