TSNE1,TSNE2,Class
22.839563,10.535595,relax
-7.1060314,-12.303636,relax
-3.0221946,17.088812,relax
-9.4648285,11.447466,relax
4.5571322,10.377328,relax
0.7145587,18.587704,relax
12.34684,2.8577592,relax
4.321968,9.284715,relax
9.63315,-12.239513,relax
20.18721,11.09212,relax
-5.6791077,9.554034,relax
-8.168624,-13.803147,relax
-0.4252175,2.8597248,relax
1.8166887,6.264046,relax
-0.09911484,7.2003984,relax
-10.813782,0.22375171,happy
-11.382763,-12.36185,happy
-15.769307,1.8808239,happy
-16.300087,-8.324599,happy
-6.12608,-6.354128,happy
-12.41495,-0.16657192,happy
-11.318422,-7.231593,happy
-16.742514,3.6265447,happy
-9.804592,-1.928392,happy
-12.088045,-2.1480155,happy
-11.352305,1.0451325,happy
-12.895585,-0.1256688,happy
-12.373347,-6.1195025,happy
-10.429719,-13.854441,happy
-12.519192,1.7159529,happy
2.620867,-5.5036254,happy
-5.936429,-2.116036,happy
-18.290321,1.4608542,happy
-13.087509,-2.2555258,happy
-11.196463,-8.190953,happy
-8.029221,-9.144417,happy
-16.207832,-6.012122,happy
-17.81373,-5.904305,happy
-1.5515716,-5.9609323,happy
-8.925018,3.9369576,happy
-4.6481233,0.29994032,happy
-4.855949,-4.2078743,happy
-14.352194,-6.3849263,happy
-9.0443125,-4.5306835,happy
-9.273138,4.861723,happy
-9.517913,-12.524793,happy
-15.873481,-7.2621264,happy
-15.882186,-6.186311,happy
-14.139012,-6.623447,happy
-11.33901,-6.582998,happy
-13.278772,-16.671768,happy
-14.691111,-2.3756645,happy
-15.487057,-2.9041684,happy
-3.1737294,-3.0849903,happy
-17.008097,4.2506394,happy
-17.136837,1.8014619,happy
-8.124226,8.623906,happy
-1.0488604,-3.9680893,happy
1.2145187,-4.9977417,happy
-9.086548,-0.28971484,happy
-13.828232,-1.3590151,happy
-2.0397937,-4.3922906,happy
-17.418442,0.69116974,happy
-14.6676,-4.378921,happy
-10.540014,-14.056326,happy
-8.204141,-11.998643,happy
-12.597533,-1.9547344,happy
-16.596233,-8.469485,happy
-12.098727,-3.6704683,happy
-12.652306,-3.1600752,happy
-10.535052,2.5548375,happy
-13.898264,-2.5287275,happy
-16.01379,3.351545,happy
-11.755172,-4.763948,happy
-2.5915506,-5.181066,happy
-6.220517,-7.3992367,happy
-15.259934,3.9961016,happy
-3.406381,-6.2689724,happy
-13.860572,-7.0993843,happy
-9.4967985,2.154614,happy
-10.880358,-0.7489748,happy
7.676844,18.775589,happy
-9.895265,0.044731125,happy
-5.2865424,-6.2075834,happy
-15.146896,-9.242978,happy
-14.005721,-11.527644,happy
-8.674788,-6.8262515,happy
-15.386777,2.1267893,happy
-1.5114218,-5.747806,happy
-6.175022,-14.88036,happy
-9.581247,-12.728987,happy
-9.655671,-5.4139347,happy
-17.181826,-0.10554255,happy
-17.112593,-3.7240026,happy
-17.717783,-9.24611,happy
-6.6696625,-4.5052924,happy
-8.250351,-5.02228,happy
-15.317432,-0.49634415,happy
-8.869534,-1.032782,happy
-18.063766,-9.362903,happy
-7.716209,-11.484675,happy
-9.960396,-16.189186,happy
-9.905754,-16.284485,happy
-2.6095948,-3.4541905,happy
-8.829923,-12.316706,happy
5.976998,-1.8552682,happy
-17.998413,-1.7234794,happy
-7.978515,-10.653369,happy
-6.5582404,-5.4255476,happy
-13.648966,1.0834211,happy
-9.116676,-8.852654,happy
-5.2820516,2.5562828,sad
-6.949498,7.250265,sad
15.700147,3.0220752,sad
11.776508,13.713064,sad
17.179264,7.718478,sad
11.864074,9.403185,sad
1.8158165,15.0721,sad
1.1547761,2.3968508,sad
7.069549,5.3327312,sad
-1.2163148,2.4343293,sad
19.022034,4.205029,sad
-13.27754,-8.954374,sad
4.0942936,2.2861135,sad
11.355468,2.9893377,sad
-4.622489,4.366807,sad
-0.7528831,3.4375825,sad
5.4040194,0.88246053,sad
0.35922283,15.501555,sad
0.3436788,19.931313,sad
2.8646731,12.185696,sad
20.179491,0.56262475,sad
-0.08722811,-1.2180398,sad
-2.4456367,9.932491,sad
8.590931,3.8083856,sad
5.444382,4.239385,sad
3.2325327,16.03092,sad
-4.090051,1.9194466,sad
-5.684351,-15.369245,sad
7.682866,15.320894,sad
2.4880729,11.72965,sad
-0.35400572,13.945257,sad
15.044141,1.2232212,sad
17.239014,9.569219,sad
15.430239,5.181318,sad
13.170354,2.1878297,sad
-7.5830455,-3.0311267,sad
11.296896,9.699401,sad
1.7104838,13.3711605,sad
15.278937,12.119527,sad
-4.0920916,-2.2635226,sad
9.146214,3.103507,sad
6.628599,6.584249,sad
-5.873485,-9.336635,sad
-7.4318743,-17.644695,sad
12.265356,-6.2871146,sad
-12.1260195,4.131559,sad
6.932902,0.40484604,sad
6.9378614,0.41396922,sad
13.618552,7.566041,sad
13.866753,7.625095,sad
1.3656802,8.518552,sad
-12.778329,5.984625,sad
-8.255606,1.713823,sad
0.79466677,10.849959,sad
17.282232,0.61307865,sad
-3.3807933,-1.6856755,sad
10.149423,2.3441453,sad
6.7262883,9.202761,sad
-3.25685,13.683421,sad
-12.783057,6.638239,sad
2.1484938,-0.57892525,sad
2.2134275,10.313423,sad
7.6051135,-2.3593073,sad
18.305387,-3.0315554,sad
-5.767138,15.429066,sad
-14.589408,-0.067182116,sad
-1.0135778,14.927748,sad
7.5012712,15.169294,sad
3.784496,14.135368,sad
-3.8762898,4.123679,sad
7.4600897,3.0924761,sad
3.122628,3.1829934,sad
7.918571,12.214093,sad
2.4519343,14.435913,sad
9.052023,9.634418,sad
19.978115,4.5231605,sad
0.13946185,12.944909,sad
-6.1010127,-9.733039,sad
-3.4347425,6.163831,sad
-12.271957,8.507618,sad
6.291132,2.4876497,sad
7.3910327,6.431617,sad
9.288119,6.437112,sad
8.416894,1.7218194,sad
-0.86701083,19.357698,sad
6.993134,2.3146186,sad
12.653801,7.535613,sad
-13.939806,-14.059664,sad
19.774288,1.5789833,sad
19.570066,8.822946,sad
10.362602,5.7036448,sad
-11.041953,-10.95471,sad
1.5011088,9.534508,sad
0.26257798,4.4728155,sad
10.442566,-11.629081,sad
3.1338074,12.342297,sad
9.049605,-13.0779505,sad
-0.8907236,14.587833,sad
6.619818,-5.0177927,angry
12.041271,-3.5177684,angry
5.849546,-2.6502018,angry
5.6098456,-15.5207815,angry
-0.07960023,-7.8027525,angry
-4.120159,-7.2433085,angry
-0.40305203,-4.6160226,angry
-1.2441051,-9.647366,angry
7.2867055,-6.8646636,angry
4.141465,-12.429649,angry
1.1640078,-6.9698353,angry
10.280689,0.36709303,angry
9.794997,-1.5409935,angry
-0.75739026,-14.850883,angry
-3.120717,5.698647,angry
-2.3503704,-11.257936,angry
7.532218,-5.1808033,angry
-1.8097136,-8.509431,angry
10.643466,-3.8918176,angry
11.4744625,0.60869277,angry
2.6010056,0.5589649,angry
-2.7082362,-11.285696,angry
1.8695418,-8.618356,angry
3.9408493,-10.888702,angry
-4.5765767,-11.524797,angry
5.538538,-6.560454,angry
11.427112,1.0524471,angry
4.0768037,-11.907937,angry
4.917493,-8.20854,angry
-8.671158,-18.721409,angry
-0.503119,3.4866037,angry
-3.3150442,-12.284262,angry
15.011869,-4.888574,angry
10.700646,-2.882536,angry
12.548434,6.4790974,angry
2.35647,-9.577263,angry
6.768582,-0.9535406,angry
10.195809,-2.8451939,angry
-8.675283,-2.700934,angry
3.3457472,-0.25469697,angry
-1.9486184,-13.966151,angry
7.817383,-7.273038,angry
4.922761,-5.3826804,angry
9.490913,-2.3135798,angry
-11.349994,-10.648398,angry
3.9929435,-2.639871,angry
8.031889,-3.6812751,angry
-2.9075289,-10.112488,angry
13.102393,-0.9260209,angry
9.401877,-4.7147574,angry
3.4819255,-4.7003155,angry
-15.159489,4.6345167,angry
8.583913,-9.533327,angry
-2.5162978,-12.873067,angry
4.544277,-8.7653,angry
6.3179307,-9.413849,angry
6.37962,-6.544924,angry
13.668405,-1.2095213,angry
2.3121305,-8.145205,angry
-3.3566587,-13.364355,angry
-0.6264222,-12.055414,angry
-1.0469995,-11.807321,angry
3.948128,-7.32697,angry
2.105046,-16.599312,angry
2.1209548,-16.610426,angry
1.2603185,-16.132421,angry
11.667598,-1.03476,angry
9.78847,-5.3915906,angry
-0.058892358,-5.695722,angry
6.030452,-8.359939,angry
11.686792,-1.9648793,angry
13.19077,0.30684623,angry
5.94074,-11.535536,angry
0.4291746,-8.752869,angry
16.103188,-6.55158,angry
-7.1510487,-0.25195542,angry
3.987584,-6.1131244,angry
13.161191,-3.7424006,angry
-18.689299,-1.8751024,angry
2.5198214,-9.769086,angry
5.191999,-4.785248,angry
-2.0020764,-1.7213895,angry
14.567737,3.802748,angry
-1.3589183,-8.203103,angry
16.041914,0.050308187,angry
14.750073,-0.32756835,angry
-16.085537,-0.872128,angry
5.7671413,3.7258687,angry
-6.2663713,0.72678083,angry
5.0617666,-10.785907,angry
11.780312,-5.8099227,angry
-7.654386,-0.5000236,angry
8.83534,-1.5309694,angry
1.8527496,-10.29512,angry
5.221677,-4.2648754,angry
6.7585917,-4.3127337,angry
8.747703,-5.60419,angry
