,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
_MFCC_Mean_7,-0.03831194350501766,-0.07746112100214492,-0.13604308337984886,-0.1941624265275811,0.0745862955166332,-0.15795755611151946,-0.2528269759008904,0.15414365522219872,-0.1324854646382617,-0.03929387181216238,0.057091239575328634,0.04114672522105939,-0.05024675059825115,-0.3329800963142854,0.1601347443047288,-0.24553399211421678,-0.20210400077293297,-0.040278384536601944,0.2369561365536499,-0.15515799921965331,0.3173277797756252,0.0028240750588540767,-0.17772828413576824,0.13088204604069428,-0.10439767311156964,-0.10984676858339498,-0.014391148345110245,0.05823362191648918,0.0057908121505332475,-0.11273136113148186,-0.24638282810494427,-0.08579077914147651,0.39407149999971636,-0.015751890419558517,0.15850124167683705,0.11123369944086178,-0.05583908209479187,-0.0019105113587232492,0.04004737396796387,0.020314779987901377,-0.006413912048140569,0.11809152292525556,-0.00655495228149458,0.04007293841938049,0.02600372738479531,0.004894606827730366,0.013446335520164651,0.02359190143465413,0.0016273208408709716,0.004191543372947658
_MFCC_Mean_8,0.018621485160536175,0.04602058606998354,-0.0818715992430957,-0.20886029052180696,0.08555408378541135,-0.2068685998663459,0.0416764537989846,0.3008749754072401,-0.03890021656510706,-0.2896981847864749,-0.12947713881911763,0.15305686778245955,0.04728795302308028,-0.10321199979818976,0.18627905639040251,0.03074549661444198,0.24599995333652744,0.18192940641997643,0.1764340233819345,0.09178683095996185,-0.31139883450547884,-0.17964308686966549,-0.15950745279624962,-0.18748877872074446,-0.03434932681569247,-0.12362603808615277,-0.29157295247735165,0.016200363915363385,0.09446513404326784,-0.03243435276418839,0.06461589720833844,-0.006232741391143576,-0.17923627426265767,0.11696386803612849,0.050752641804826075,-0.0814745952527936,-0.21432851391339436,-0.2044540662345753,-0.11990500043248997,0.03666215333901773,0.15086427211064055,-0.09593193467250753,-0.006205744812091102,-0.0013813650959246708,-0.008916399341702005,0.02607573915943641,-0.006076965654733979,-0.01980295847447424,0.007349008637254573,-0.0032464903333906045
_MFCC_Mean_9,-0.03268395982031418,0.03203523588249531,-0.07647547612826001,0.010179522823979548,0.15839468954141908,-0.2827615904436241,0.08567619181498741,0.3730339963730698,0.022609278152994183,-0.0029654150345683056,-0.20098651587003652,0.016118913160323906,0.04289127114328098,0.04060006404993592,0.0387398417428568,-0.1719435069192511,-0.149516578350857,0.23785759893272007,-0.2237647095931944,-0.15888776175841438,-0.16075078107433743,0.22829019121392352,-0.2754743440732929,0.10309586210110128,0.02402331438368069,0.12852720309799223,0.3317846316208246,-0.0760045487222306,-0.06267475310928314,0.3244082042195686,0.0362537572961541,0.1284757016569033,-0.08354548765812539,-0.0038126758371946692,-0.11279708038021546,-0.0018896504404735046,0.07306673456199528,0.17209932005006276,0.047273392190313054,-0.04987765153385179,-0.11653393975449004,0.10892774400605118,-0.02507954864277928,0.004410076603801216,0.007961034243256608,0.001008399229069791,-0.007119261170194492,0.009343298596002823,-0.017983301405244234,0.0019713592521987747
_MFCC_Mean_10,0.015607619907700132,0.05509715352111012,-0.016630149055881203,0.15675094555654634,0.16253995584467598,-0.20324318232082333,0.10743718149263086,0.2261862112441673,0.2745854890004609,-0.12046654785173065,-0.3494500832616038,-0.09590366843060724,0.10252404692014495,0.26798243465224825,0.046071783581889195,0.019053176180288955,0.04905237606468635,-0.06860929545049815,-0.002579682553999374,0.07134903195313873,0.12263369680264097,0.05437933590612095,0.29921786765977,0.04363678562002368,0.15039165767835483,-0.24917289388336405,0.028278718433501868,0.12560883849745796,0.05741899389513222,-0.1943397802554233,0.10426037677776173,-0.37389862327053697,0.2869932416491582,-0.06602788421182848,-0.07818084912858345,0.06258438502080677,0.018839622046909504,0.058923401664594185,0.0978587269549601,0.0750277925347008,0.03988645072229642,-0.03824120740012141,-0.0238300208984522,0.022459304219549253,-0.02576243413139461,0.001611126528159605,-0.008672498877549664,-0.0038612849444648947,-0.0052006651835510564,-0.007391426158716359
_MFCC_Mean_11,0.05169115830208099,-0.003578587877008257,-0.02311110207041829,0.461578963477758,0.14039863539190744,-0.07437035756819213,-0.030575563572935935,0.0757667615416874,0.12836486225086505,-0.05163538352809916,-0.07516951731643139,-0.15463055214765972,0.02098869817668564,0.05967427342287124,-0.04641295569465276,-0.14859767600910095,0.10353972949564422,-0.0352497736963342,-0.19977438190496483,-0.0635323726685594,0.0448743705776479,0.0676364833657245,0.06523047623576964,-0.038602210015951266,-0.14837539415381323,0.11117093466765571,-0.19755519614949163,-0.17892275252814394,-0.15556364626845592,-0.25416051589015926,-0.2882604545753222,0.41738403816717307,0.06840992605112685,0.154288680162514,0.09336776958649733,0.06276112560623402,-0.2269077844197704,-0.18190243896214717,-0.1347410661888093,-0.032650156813663636,0.017816320718163338,0.08316487337410441,0.03134530220585022,0.025093259184611333,0.01817973702189765,-0.0018057071610982842,-0.018817552524172478,0.02498116827096908,0.0012122160210046862,0.002966603751002904
_MFCC_Mean_12,7.750868007448684e-05,0.0357779761963677,0.01846606633728827,0.461646377133743,0.06743903399495288,-0.09308490272894629,-0.012777965791540155,-0.026865159750371292,-0.13811689604261612,-0.06996760379726057,-0.07052292252060528,-0.039427954402462995,0.11300000280539346,-0.20885593118952558,0.053481535127657076,-0.0770886526103709,0.13342290985196106,-0.1833715751476601,0.2512421956631369,-0.03211587553829222,-0.09541307674122981,-0.13204390787238057,-0.19578168948118665,0.1398948045010694,0.17569814177833626,0.13600735515905055,-0.2272981523299975,0.23004902896194246,-0.11924470499047576,0.005984879154405209,-0.05591079983487222,-0.003655486090767518,-0.08747652145484629,-0.19696268950114765,-0.07072315373849984,-0.2093113149680022,0.4074970659228025,0.1746148858596135,0.050964144548291956,-0.06893941171850007,0.04417958290633171,-0.03456744966623709,-0.0021250830765757456,-0.026122632717580113,-0.0014826242667709821,0.012149074990663006,0.00795449469150964,-0.027128828289353448,0.0037413051995255353,0.012262543750485536
_MFCC_Mean_13,-0.02653522864257169,-0.01184963301476181,-0.035051940966966344,0.4732124383331342,0.08002604925505724,-0.06504536060804242,-0.0785812983813144,-0.07377686924925836,-0.155787742310123,0.007558382381393378,0.07998730640384749,0.06843017872657722,0.09344539222693046,-0.09769400122426845,0.014350608378773888,0.09885589419328049,0.181672552571433,0.04491190947169293,0.12586352437769865,-0.017741025388864268,0.019334383589775822,-0.2744015330305236,-0.011779233195160915,-0.06638820710641409,-0.09368909922143501,0.09319335766114359,0.33426728577565573,-0.0908323773296742,0.31792302694091534,0.24885603194812148,0.14434599484826166,-0.14351315187162572,0.06989007213857423,-0.06967049328142053,0.06893208760561256,0.20637395867515412,-0.31553030212316924,-0.0903649621555343,0.07513655516866402,0.12941847792486147,-0.14225470315811675,0.03633900572737585,-0.03057395363710813,0.05707655325066441,-0.007653014585934453,-0.023730926584217424,0.027892342395440084,0.017322021570190645,7.143138510912195e-05,-0.012391408665422286
_Roughness_Mean,0.13227579911810114,-0.26802797686832386,-0.02546467201811711,0.026733456406505183,0.03665250995320204,0.18285564469869464,0.35783927194677173,0.10580390049585486,-0.05959057427512232,0.040157167155842756,-0.0882839485373422,-0.12483618863570908,0.06346123203001758,-0.07647395669602605,0.04007897483254255,0.03099996586408786,-0.08095363112719106,0.180001832159841,0.1035822505957665,0.1840848833671083,0.2270241087302417,-0.07866061537666397,-0.056246211633528095,0.003772235130054674,0.0751290013956737,0.06576515512840003,-0.040750548669707704,-0.011050192513597665,-0.009157065679243376,0.08025016697679252,0.013664966194245124,0.074368821682612,0.05005205274777732,0.06153160746504868,-0.005257249959184716,-0.028192134935475816,-0.04352634937870603,0.05854507095781833,0.017610855724848995,0.22219019467862966,0.08590354816685183,0.12296349579643936,0.5371523135114855,-0.3015094046876046,-0.20932580807236478,-0.09469470660449199,0.08255044686437725,-0.009729752654633989,0.044301566731488856,-0.010634584789097047
_Roughness_Slope,-0.025389259636732244,0.1364034823260995,-0.030816266727213402,0.11320635071743801,-0.022562295429800018,0.15385145950094944,0.0009978799767352137,0.2687730943779968,0.27435501145124264,0.2771496860984607,0.3474891760639036,-0.062174630181197066,0.005386336684188149,-0.054217258056764105,-0.10694681327787225,-0.11991380096081569,0.1427249880879436,0.2908468231140395,0.013390558341245785,0.017968875606361845,-0.06318400051064132,0.10990182596551396,-0.016073186382080565,-0.004088855239899658,0.1390012762946556,-0.1457723220900929,-0.1732335388054309,0.07061048739357026,0.39244495405571245,-0.002784253719706614,-0.08038759278936711,0.012474417742883936,-0.042617962528342886,0.01400503611390623,0.31363158713764283,0.16036000543193302,0.13334940726070416,0.20001505414255702,0.08671479313831235,-0.1013282001770444,0.05976993411858224,-0.014900853037278006,-0.015059733459808544,-0.0327681388568653,-0.015064774273392756,-0.0003123295625186706,-0.004951390999968636,-0.003011239342317187,-0.006283031222942048,-0.0020903138535807234
_Zero-crossingrate_Mean,0.2512101486556325,0.033182870472567155,0.18232537052921316,0.00018716907300535333,-0.20140717366223262,-0.14835465836159875,-0.09708572339032218,-0.03568075492364514,0.07263571449472647,0.07007472531783815,-0.028800333916759874,-0.01865632746953938,0.0567615429949227,0.012361944836937616,0.06628034818687939,-0.0325404358486525,-0.018367390326656796,0.06726537741699912,0.032114850241428565,0.045554219369375634,0.014886102183298777,-0.03280325985807539,0.06533525698083911,-0.012089590496269939,-0.030343467407312155,0.08268338464870689,0.015816809127524423,-0.055411587415130664,0.10359636164124494,0.060636788196578695,-0.11529812189251258,0.01050614450102852,-0.0384246049150305,0.12975957035538652,-0.05510950591445549,-0.10483110924498931,0.06795357041023256,0.17874672782711792,-0.05512175805871622,0.4744053920847622,0.34512068397622014,0.24419071379174145,-0.12541458200199768,0.15792744904854383,0.4050843507918357,-0.18026278666470452,0.15027001581921656,-0.12732740845238416,-0.015791685228863248,-0.06684983063883074
_AttackTime_Mean,-0.09711923715044944,0.3223718441233539,0.08229961710459373,0.00246342989833229,-0.09355545237887797,-0.20354384405751744,0.03392232758151097,-0.06651562370067648,-0.10635155045043865,0.045997816891937465,-0.06728423604376566,0.03252203356304211,0.017853736807247556,-0.06360889659563833,-0.032447600731073646,0.07431144320481062,0.01768015341624793,-0.06630800681248065,0.05828925091281838,0.14971270809779633,0.18506934293472865,0.0021401263222578515,0.07897966097588865,0.08886444904611504,-0.13296784802007316,-0.05463005310197768,-0.13687414167560608,0.08921879960640168,-0.1095762516474931,0.09933423772403671,0.2277743941457506,0.16019637912395324,0.003007168009563535,0.22509943772381646,0.05139422272986353,-0.02924655137776891,-0.3720007887485595,0.4906887410628103,0.15821184023521237,-0.29926152005309425,0.10230850532007268,0.07657878806274193,0.0333502970777997,-0.05109806860488743,0.003308311797662264,0.007825480671112883,0.004771896817662408,-0.01592237378317412,0.00995181564217483,0.006432560421129347
_AttackTime_Slope,0.009181579491315026,-0.13623364103742477,0.13409780469786564,-0.010660824520091702,0.0451283609351057,-0.024230235460132386,-0.07463936064915562,-0.3529762501390073,-0.16762907362754303,-0.26110650352021897,-0.33954548752354974,-0.012307802709618343,-0.08863447349968806,0.15296233452860272,0.23431382510893023,0.04543205336086034,-0.08012947931118754,0.04545267958590038,-0.13341054270402988,-0.06052519958830542,0.04120738887701286,0.1099341353952236,-0.13360577228034143,-0.021710950069595898,0.2120579842337695,0.02079027663256318,0.006783172471062887,-0.018186420596559696,0.38371778710828774,-0.1409199325396579,-0.11220385763024421,0.04050862641868694,-0.1783544298130498,0.048296480547540946,0.3735956803551479,0.13713394187014555,0.04776774009744089,0.17677357095111212,0.029446708485952086,-0.09469940227063883,0.008273373417014368,0.01716218175192033,0.007807166385868255,-0.0452308083789823,-0.04851170489922735,0.017837255818288517,0.01693366937633789,-0.003766485554283952,-9.511993400701524e-05,-0.006623283807885112
_Rolloff_Mean,0.29180008323156126,0.16939731292116242,-0.12190970832280149,-0.007719851536150619,0.025607992169459082,0.06895030073463995,0.046168952816231554,-0.03417545453329077,-0.04050207782165577,-0.04823923177919523,0.01142556444909898,-0.009337018376024103,-0.08447883385384294,0.001290436684009938,-0.004634546988663779,0.04553786766324286,0.023619607307682117,-0.03360942963150215,0.0050281116102936785,-0.014705310193008136,-0.03085096980698568,0.014727352114010744,-0.04027052085698274,0.004593110579958676,-0.00020436288075835474,-0.0320940212149782,-0.014177472459640711,0.025301941307747544,0.015686913684462817,-0.011672131366247257,0.0008538493520281716,-0.026800912708686675,0.042101010169474484,-0.016134396091888374,0.00871612574327054,-0.018134850450641258,-0.015132499243274547,-0.04548901237634262,0.009307647903153082,-0.007754484052547278,-0.11738427589439696,0.3166667996523142,-0.14025069721614025,-0.19629311609434857,-0.13701401304532962,-0.12048951272504888,-0.4180650901199536,-0.5061606783942815,-0.4450393817506086,-0.04388583077165551
_Eventdensity_Mean,0.18029186070714964,-0.318643997302384,0.015191455823451841,0.015001817619839394,-0.007083388906073473,0.04809372293540208,-0.005146424493266726,0.025857781937641315,0.039220697133335314,0.001476328973037913,0.06057447113673295,0.08952117178207437,0.07925108358707267,0.03976958649336937,-0.04210122603311179,-0.14084108661304362,-0.05406808173572916,-0.13677214068860488,-0.03019022238637467,-0.08444261646951498,-0.13901229535280502,-0.09925833963732783,-0.004759173750350641,-0.14534772829518725,0.06338149187504447,0.02222614916390135,0.13449254850544348,-0.06797714478562403,0.0014814527669783292,0.026994759061035406,0.02954650865065015,-0.030812937897026535,0.07459793830796668,-0.12708633654479018,-0.08605525450730803,0.08537617261864393,-0.0942714182189926,-0.042860265581391985,0.20555251135164287,-0.44039119720576053,0.6281417140077297,0.13207554711596617,-0.02990236433081095,-0.07597810075562511,0.011400097714346292,0.07225738333540876,-0.04936127168835308,-0.008606153661465776,0.00215736809131839,-0.01054049095915835
_Pulseclarity_Mean,0.1654120432981137,-0.11866699588450974,0.03670694889434603,0.08716470164089077,0.031133355049809523,-0.1317920181115828,0.011948396809641828,0.004199075356429849,-0.1080102265096028,0.18227414855883806,0.00898137764523678,0.19310432779578804,-0.11580696612065466,0.2935226766318335,0.05705308412657245,-0.08367216509600962,-0.24398666692678106,0.08813387418706509,0.18284859710771037,0.15211539660066736,-0.2348850815115081,-0.19906607884943156,0.13400815820603967,0.027945390820756144,-0.2681686187654012,-0.08535019163419075,-0.08892656594561833,-0.29417170556031713,0.17669086244351756,-0.03670799729516355,-0.13451370582166502,0.004301980210351858,0.1735036144721036,0.09198551156022654,-0.006271360430035284,-0.3158948219043936,0.14946295507803645,0.10089548835748689,0.11020054234331207,-0.17211861941605924,-0.2297977428980743,-0.073582531825927,0.046594514600415915,0.013975725820226326,-0.05733325492758729,0.002117401580171374,0.02409278768145054,0.0064996337086986045,-0.0025415653992062887,0.010445834227523428
_Brightness_Mean,0.29884721853113255,0.04072411008828955,0.031048778809986494,-0.028246471135536525,-0.1794247419645856,-0.10337800350148135,-0.10049016537529695,-0.04907761230275438,0.08774458442448185,0.01964486582124332,-0.05256027760057548,-0.07951514300292087,0.14322751257407823,-0.09681448990645233,0.010412632997376159,0.01779888344112454,-0.00840600377585532,0.0002095743036318251,0.035516269119817756,0.03780651303074478,0.014463266716024173,0.036446372764300156,0.004796829135071304,0.03527220591444106,0.03838767476383542,0.012760030742851286,0.012132313455129794,-0.01129648518046722,0.027331258853346946,0.08499633916790117,-0.05068292510038095,0.04688212088964533,-0.008089494385009555,0.03203271562507398,-0.018454746000337682,-0.016865914556750523,-0.01677381749055376,-0.008367469158184038,0.025693268458530594,0.0681239428063091,0.025934944760047624,-0.15043059304364037,-0.029157574377251194,-0.007751292480461053,-0.22306218795371308,0.10366572881286606,-0.11496758998240991,0.6246578768237397,-0.5252095758313667,-0.11331445661350005
_Spectralcentroid_Mean,0.310595449754892,0.14374691426063485,-0.06743279302725964,-0.007457383871314765,-0.047174067592980456,0.0027424943277583563,0.018884884000027365,-0.03321622659581425,-0.016808609497947036,-0.028711657606992083,-0.013611223347532213,-0.013721681760207355,-0.0541807399505857,-0.022176714300015082,-0.019820983048826207,0.009592930472221817,0.019369426589484207,-0.023485246130694415,0.0032281134247294785,0.0075351451180245554,-0.020426106057479687,0.020022000521839528,-0.004218758597657385,-0.013561390556152186,0.025689387008163728,0.002419917927540865,0.010756980479295825,-0.011263557503431637,0.01336178833332496,0.05595443116879642,-0.06083094453844252,-0.02203707482885406,0.02967900951811786,0.03236570344005932,0.008332987131625093,-0.023614926074627313,-0.0007489652766505817,0.03194614481048655,0.004536625648470405,0.1253351892242982,0.018450529135226823,0.13392471834909703,-0.2500492498211677,-0.14610821477119298,-0.20875619840538895,-0.02332352851828825,-0.28587623088719105,0.2500195281718305,0.5344012621579819,0.5131899453848997
